bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
PP Chawla,Maharashtra Cricket Association Stadium,IPL,3,66,91,1,16,8.27,91.0,24.24
PP Chawla,"Narendra Modi Stadium, Ahmedabad",IPL,3,60,110,4,11,11.0,27.5,18.33
PP Chawla,National Stadium,ODI,3,150,129,6,82,5.16,21.5,54.67
PP Chawla,New Wanderers Stadium,IPL,1,24,20,0,11,5.0,20.0,45.83
PP Chawla,Newlands,IPL,2,29,34,2,10,7.03,17.0,34.48
PP Chawla,OUTsurance Oval,IPL,1,18,21,0,10,7.0,21.0,55.56
PP Chawla,Old Trafford,ODI,1,60,43,0,39,4.3,43.0,65.0
PP Chawla,Punjab Cricket Association IS Bindra Stadium,IPL,1,24,43,0,4,10.75,43.0,16.67
PP Chawla,"Punjab Cricket Association IS Bindra Stadium, Mohali",IPL,1,18,18,1,8,6.0,18.0,44.44
PP Chawla,"Punjab Cricket Association IS Bindra Stadium, Mohali",Test,1,85,53,1,66,3.74,53.0,77.65
PP Chawla,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",IPL,1,24,29,2,7,7.25,14.5,29.17
PP Chawla,"Punjab Cricket Association Stadium, Mohali",IPL,26,558,712,24,189,7.66,29.67,33.87
PP Chawla,R Premadasa Stadium,T20I,2,30,27,2,15,5.4,13.5,50.0
PP Chawla,Rajiv Gandhi International Stadium,IPL,2,30,57,0,7,11.4,57.0,23.33
PP Chawla,"Rajiv Gandhi International Stadium, Uppal",IPL,6,114,140,8,38,7.37,17.5,33.33
PP Chawla,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,2,36,77,3,6,12.83,25.67,16.67
PP Chawla,Saurashtra Cricket Association Stadium,IPL,1,24,33,1,7,8.25,33.0,29.17
PP Chawla,Sawai Mansingh Stadium,IPL,6,128,150,3,53,7.03,50.0,41.41
PP Chawla,"Sawai Mansingh Stadium, Jaipur",IPL,1,24,33,1,8,8.25,33.0,33.33
PP Chawla,Sharjah Cricket Stadium,IPL,1,25,55,1,4,13.2,55.0,16.0
PP Chawla,Sheikh Zayed Stadium,IPL,5,102,114,5,39,6.71,22.8,38.24
PP Chawla,Shere Bangla National Stadium,ODI,4,232,208,8,117,5.38,26.0,50.43
PP Chawla,St George's Park,IPL,1,24,28,2,12,7.0,14.0,50.0
PP Chawla,Subrata Roy Sahara Stadium,IPL,2,36,33,1,14,5.5,33.0,38.89
PP Chawla,Subrata Roy Sahara Stadium,T20I,1,18,24,0,4,8.0,24.0,22.22
PP Chawla,SuperSport Park,IPL,2,42,60,2,21,8.57,30.0,50.0
PP Chawla,SuperSport Park,ODI,1,42,32,0,19,4.57,32.0,45.24
PP Chawla,Sydney Cricket Ground,ODI,1,60,33,0,33,3.3,33.0,55.0
PP Chawla,The Rose Bowl,ODI,1,42,42,0,15,6.0,42.0,35.71
PP Chawla,Titwood,ODI,1,60,42,2,37,4.2,21.0,61.67
PP Chawla,"Vidarbha Cricket Association Stadium, Jamtha",Test,1,289,145,4,219,3.01,36.25,75.78
PP Chawla,Wankhede Stadium,IPL,7,125,174,7,46,8.35,24.86,36.8
PP Chawla,Wankhede Stadium,T20I,1,24,33,0,7,8.25,33.0,29.17
PP Chawla,"Wankhede Stadium, Mumbai",IPL,12,258,344,15,93,8.0,22.93,36.05
PP Chawla,"Zayed Cricket Stadium, Abu Dhabi",IPL,1,24,38,1,3,9.5,38.0,12.5
PP Hinge,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,2,50,95,5,21,11.4,19.0,42.0
PP Hinge,"Sawai Mansingh Stadium, Jaipur",IPL,1,24,50,1,9,12.5,50.0,37.5
PP Hinge,"Wankhede Stadium, Mumbai",IPL,1,24,54,2,5,13.5,27.0,20.83
PP Ojha,Barabati Stadium,IPL,3,72,97,3,23,8.08,32.33,31.94
PP Ojha,Brabourne Stadium,IPL,2,42,61,4,18,8.71,15.25,42.86
PP Ojha,Brabourne Stadium,Test,1,280,185,5,186,3.96,37.0,66.43
PP Ojha,Buffalo Park,IPL,1,24,31,0,7,7.75,31.0,29.17
PP Ojha,De Beers Diamond Oval,IPL,2,45,49,4,11,6.53,12.25,24.44
PP Ojha,Dr DY Patil Sports Academy,IPL,6,131,141,6,61,6.46,23.5,46.56
PP Ojha,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,1,24,39,0,6,9.75,39.0,25.0
PP Ojha,Dubai International Cricket Stadium,IPL,3,66,105,1,22,9.55,105.0,33.33
PP Ojha,Eden Gardens,IPL,8,174,224,8,71,7.72,28.0,40.8
PP Ojha,Eden Gardens,Test,3,894,419,13,688,2.81,32.23,76.96
PP Ojha,Feroz Shah Kotla,IPL,4,66,82,5,23,7.45,16.4,34.85
PP Ojha,Feroz Shah Kotla,Test,2,513,218,10,411,2.55,21.8,80.12
PP Ojha,Galle International Stadium,Test,1,186,128,0,115,4.13,128.0,61.83
PP Ojha,Green Park,Test,1,232,73,5,192,1.89,14.6,82.76
PP Ojha,Harare Sports Club,ODI,2,120,78,2,75,3.9,39.0,62.5
PP Ojha,Harare Sports Club,T20I,2,48,38,3,20,4.75,12.67,41.67
PP Ojha,Himachal Pradesh Cricket Association Stadium,IPL,2,31,44,1,12,8.52,44.0,38.71
PP Ojha,Kingsmead,IPL,3,60,60,7,22,6.0,8.57,36.67
PP Ojha,Lord's,T20I,1,18,29,1,2,9.67,29.0,11.11
PP Ojha,M Chinnaswamy Stadium,IPL,2,48,53,4,14,6.62,13.25,29.17
PP Ojha,M Chinnaswamy Stadium,Test,2,701,341,13,534,2.92,26.23,76.18
PP Ojha,"MA Chidambaram Stadium, Chepauk",IPL,5,120,115,12,47,5.75,9.58,39.17
PP Ojha,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,2,41,51,1,13,7.46,51.0,31.71
PP Ojha,National Stadium,ODI,3,180,138,3,86,4.6,46.0,47.78
PP Ojha,New Wanderers Stadium,IPL,3,54,66,3,19,7.33,22.0,35.19
PP Ojha,Newlands,IPL,2,48,42,3,23,5.25,14.0,47.92
PP Ojha,P Sara Oval,Test,1,448,212,8,318,2.84,26.5,70.98
PP Ojha,"Punjab Cricket Association Stadium, Mohali",IPL,2,48,63,2,21,7.88,31.5,43.75
PP Ojha,"Punjab Cricket Association Stadium, Mohali",Test,2,708,333,7,546,2.82,47.57,77.12
PP Ojha,Queens Sports Club,ODI,1,60,44,2,30,4.4,22.0,50.0
PP Ojha,R Premadasa Stadium,ODI,4,222,140,8,132,3.78,17.5,59.46
PP Ojha,"Rajiv Gandhi International Stadium, Uppal",IPL,11,215,285,5,79,7.95,57.0,36.74
PP Ojha,"Rajiv Gandhi International Stadium, Uppal",Test,2,741,316,9,564,2.56,35.11,76.11
PP Ojha,Rangiri Dambulla International Stadium,ODI,5,253,209,5,129,4.96,41.8,50.99
PP Ojha,"Sardar Patel Stadium, Motera",IPL,2,42,70,3,16,10.0,23.33,38.1
PP Ojha,"Sardar Patel Stadium, Motera",Test,2,800,290,13,641,2.17,22.31,80.12
PP Ojha,Sawai Mansingh Stadium,IPL,2,48,79,2,11,9.88,39.5,22.92
PP Ojha,Sharjah Cricket Stadium,IPL,1,24,26,0,8,6.5,26.0,33.33
PP Ojha,Sheikh Zayed Stadium,IPL,1,24,36,0,7,9.0,36.0,29.17
PP Ojha,Shere Bangla National Stadium,Test,1,228,127,4,167,3.34,31.75,73.25
PP Ojha,Sinhalese Sports Club Ground,Test,1,357,194,1,254,3.26,194.0,71.15
PP Ojha,St George's Park,IPL,1,24,27,1,9,6.75,27.0,37.5
PP Ojha,Subrata Roy Sahara Stadium,IPL,2,42,52,1,15,7.43,52.0,35.71
PP Ojha,SuperSport Park,IPL,3,66,84,3,20,7.64,28.0,30.3
PP Ojha,Trent Bridge,T20I,2,48,41,7,21,5.12,5.86,43.75
PP Ojha,"Vidarbha Cricket Association Stadium, Jamtha",IPL,3,60,82,4,20,8.2,20.5,33.33
PP Ojha,"Vidarbha Cricket Association Stadium, Jamtha",T20I,1,12,27,0,2,13.5,27.0,16.67
PP Ojha,"Vidarbha Cricket Association Stadium, Jamtha",Test,2,669,277,6,537,2.48,46.17,80.27
PP Ojha,Wankhede Stadium,IPL,15,303,386,17,123,7.64,22.71,40.59
PP Ojha,Wankhede Stadium,Test,3,890,435,22,669,2.93,19.77,75.17
PPS Win,Udayana Cricket Ground,T20I,2,31,28,2,20,5.42,14.0,64.52
PR Adams,"Gaddafi Stadium, Lahore",Test,1,337,188,8,249,3.35,23.5,73.89
PR Adams,"Iqbal Stadium, Faisalabad",Test,1,270,158,2,192,3.51,79.0,71.11
PR Adams,"Kennington Oval, London",Test,1,120,103,1,80,5.15,103.0,66.67
PR Adams,"The Rose Bowl, Southampton",ODI,1,60,30,1,41,3.0,30.0,68.33
PR Adams,"Trent Bridge, Nottingham",Test,1,159,55,2,129,2.08,27.5,81.13
PR Brown,Hagley Oval,T20I,1,24,33,1,5,8.25,33.0,20.83
PR Brown,McLean Park,T20I,1,18,30,1,4,10.0,30.0,22.22
PR Brown,"National Stadium, Karachi",PSL,2,42,61,0,13,8.71,61.0,30.95
PR Brown,Saxton Oval,T20I,1,24,36,1,10,9.0,36.0,41.67
PR Brown,Westpac Stadium,T20I,1,12,32,0,1,16.0,32.0,8.33
PR George,M Chinnaswamy Stadium,Test,1,168,86,2,122,3.07,43.0,72.62
PR Stirling,Adelaide Oval,ODI,1,7,5,0,5,4.29,5.0,71.43
PR Stirling,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,2,30,38,1,6,7.6,38.0,20.0
PR Stirling,Bellerive Oval,ODI,1,13,26,0,1,12.0,26.0,7.69
PR Stirling,Bready,T20I,1,6,13,0,3,13.0,13.0,50.0
PR Stirling,"Bready Cricket Club, Magheramason",ODI,1,18,21,1,6,7.0,21.0,33.33
PR Stirling,"Bready Cricket Club, Magheramason, Bready",T20I,1,6,14,0,1,14.0,14.0,16.67
PR Stirling,"Brisbane Cricket Ground, Woolloongabba",ODI,1,60,27,2,41,2.7,13.5,68.33
PR Stirling,Castle Avenue,ODI,1,12,6,0,6,3.0,6.0,50.0
PR Stirling,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",T20I,1,6,4,0,2,4.0,4.0,33.33
PR Stirling,"Civil Service Cricket Club, Stormont",ODI,3,74,67,1,35,5.43,67.0,47.3
PR Stirling,"Civil Service Cricket Club, Stormont",T20I,1,24,38,2,6,9.5,19.0,25.0
PR Stirling,"Civil Service Cricket Club, Stormont, Belfast",T20I,1,18,12,2,8,4.0,6.0,44.44
PR Stirling,Clontarf Cricket Club Ground,ODI,5,186,159,4,84,5.13,39.75,45.16
PR Stirling,"Clontarf Cricket Club Ground, Dublin",ODI,1,48,39,1,26,4.88,39.0,54.17
PR Stirling,Dubai International Cricket Stadium,ODI,1,60,38,0,37,3.8,38.0,61.67
PR Stirling,Dubai International Cricket Stadium,T20I,4,66,88,1,20,8.0,88.0,30.3
PR Stirling,Eden Gardens,ODI,2,120,97,4,58,4.85,24.25,48.33
PR Stirling,Harare Sports Club,ODI,6,169,129,3,83,4.58,43.0,49.11
PR Stirling,Hazelaarweg,T20I,1,6,10,1,1,10.0,10.0,16.67
PR Stirling,Himachal Pradesh Cricket Association Stadium,T20I,1,12,15,0,3,7.5,15.0,25.0
PR Stirling,ICC Academy,ODI,1,12,18,0,5,9.0,18.0,41.67
PR Stirling,Lord's,ODI,1,18,21,0,5,7.0,21.0,27.78
PR Stirling,M Chinnaswamy Stadium,ODI,2,120,90,1,58,4.5,90.0,48.33
PR Stirling,Malahide,ODI,2,24,33,0,5,8.25,33.0,20.83
PR Stirling,Manuka Oval,ODI,1,60,68,0,15,6.8,68.0,25.0
PR Stirling,Mombasa Sports Club Ground,ODI,2,86,55,4,54,3.84,13.75,62.79
PR Stirling,Mombasa Sports Club Ground,T20I,3,72,64,3,34,5.33,21.33,47.22
PR Stirling,Providence Stadium,T20I,1,12,15,0,3,7.5,15.0,25.0
PR Stirling,"Punjab Cricket Association Stadium, Mohali",ODI,1,12,9,0,7,4.5,9.0,58.33
PR Stirling,R Premadasa Stadium,T20I,1,6,13,0,1,13.0,13.0,16.67
PR Stirling,"Sabina Park, Kingston",ODI,1,60,42,1,41,4.2,42.0,68.33
PR Stirling,"Sabina Park, Kingston",T20I,2,18,19,0,10,6.33,19.0,55.56
PR Stirling,"Sabina Park, Kingston, Jamaica",ODI,1,24,16,0,15,4.0,16.0,62.5
PR Stirling,Saxton Oval,ODI,1,36,33,0,18,5.5,33.0,50.0
PR Stirling,Seddon Park,ODI,1,30,36,0,10,7.2,36.0,33.33
PR Stirling,Sheikh Zayed Stadium,T20I,2,18,30,0,2,10.0,30.0,11.11
PR Stirling,Shere Bangla National Stadium,ODI,1,24,13,0,12,3.25,13.0,50.0
PR Stirling,Sportpark Het Schootsveld,T20I,2,30,37,2,5,7.4,18.5,16.67
PR Stirling,Sylhet Stadium,T20I,3,54,63,2,27,7.0,31.5,50.0
PR Stirling,The Rose Bowl,ODI,1,1,1,0,0,6.0,1.0,0.0
PR Stirling,"The Village, Malahide",ODI,4,120,133,1,49,6.65,133.0,40.83
PR Stirling,"The Village, Malahide",T20I,2,24,35,0,3,8.75,35.0,12.5
PR Stirling,"The Village, Malahide",Test,1,12,11,0,7,5.5,11.0,58.33
PR Stirling,"The Village, Malahide, Dublin",T20I,1,18,29,0,3,9.67,29.0,16.67
PR Stirling,Tony Ireland Stadium,T20I,1,24,23,1,11,5.75,23.0,45.83
PR Stirling,VRA Ground,ODI,2,66,45,3,37,4.09,15.0,56.06
PR Stirling,"Warner Park, St Kitts",T20I,2,12,12,1,8,6.0,12.0,66.67
PR Stirling,"Zayed Cricket Stadium, Abu Dhabi",T20I,2,12,5,2,7,2.5,2.5,58.33
PR Surve,Sano International Cricket Ground,T20I,4,48,59,2,19,7.38,29.5,39.58
PR Surve,"Terdthai Cricket Ground, Bangkok",T20I,2,24,35,3,5,8.75,11.67,20.83
PR Surve,Udayana Cricket Ground,T20I,9,111,154,3,42,8.32,51.33,37.84
PR Veer,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,1,12,25,0,5,12.5,25.0,41.67
PRCS Kumarihami,Bert Sutcliffe Oval,ODI,1,3,8,0,1,16.0,8.0,33.33
PRCS Kumarihami,County Ground,ODI,3,77,63,0,35,4.91,63.0,45.45
PRCS Kumarihami,Nondescripts Cricket Club Ground,ODI,2,72,40,2,40,3.33,20.0,55.56
PRCS Kumarihami,P Sara Oval,ODI,1,48,34,0,27,4.25,34.0,56.25
PRCS Kumarihami,R Premadasa Stadium,ODI,1,6,10,0,1,10.0,10.0,16.67
PRCS Kumarihami,Rangiri Dambulla International Stadium,ODI,2,30,24,0,19,4.8,24.0,63.33
PRCS Kumarihami,Sharjah Cricket Stadium,ODI,1,24,15,1,16,3.75,15.0,66.67
PRCS Kumarihami,Sinhalese Sports Club Ground,ODI,1,24,24,0,13,6.0,24.0,54.17
PRCS Kumarihami,Sylhet Stadium,T20I,5,66,73,3,19,6.64,24.33,28.79
PRCS Kumarihami,Welagedara Stadium,ODI,2,60,37,0,43,3.7,37.0,71.67
PRP Boissevain,"Bay Oval, Mount Maunganui",ODI,1,21,35,0,6,10.0,35.0,28.57
PRP Boissevain,"Hazelaarweg, Rotterdam",ODI,1,48,49,1,21,6.12,49.0,43.75
PRP Boissevain,Sportpark Westvliet,T20I,1,24,29,1,11,7.25,29.0,45.83
PRP Boissevain,"The Village, Malahide",T20I,1,24,33,1,10,8.25,33.0,41.67
PRP Boissevain,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,3,66,117,3,19,10.64,39.0,28.79
PRP Boissevain,VRA Ground,T20I,1,24,19,1,11,4.75,19.0,45.83
PRP Boissevain,"VRA Ground, Amstelveen",ODI,1,61,108,0,16,10.62,108.0,26.23
PS Masvaure,Queens Sports Club,ODI,1,18,19,0,4,6.33,19.0,22.22
PS Masvaure,Queens Sports Club,Test,2,89,61,0,57,4.11,61.0,64.04
PS Roberts,Bayer Uerdingen Cricket Ground,T20I,4,54,66,1,31,7.33,66.0,57.41
PSRK Sudarshan,Singapore National Cricket Ground,T20I,10,204,263,12,92,7.74,21.92,45.1
PSRK Sudarshan,"Terdthai Cricket Ground, Bangkok",T20I,4,90,134,4,32,8.93,33.5,35.56
PT Collins,Adelaide Oval,ODI,1,60,43,5,38,4.3,8.6,63.33
PT Collins,Antigua Recreation Ground,Test,1,222,112,4,167,3.03,28.0,75.23
PT Collins,"Brisbane Cricket Ground, Woolloongabba",ODI,2,88,60,3,52,4.09,20.0,59.09
PT Collins,"Daren Sammy National Cricket Stadium, Gros Islet",ODI,1,60,49,1,34,4.9,49.0,56.67
PT Collins,"Daren Sammy National Cricket Stadium, Gros Islet",Test,1,169,118,4,116,4.19,29.5,68.64
PT Collins,Edgbaston,Test,1,174,119,1,118,4.1,119.0,67.82
PT Collins,"Newlands, Cape Town",ODI,2,117,118,2,54,6.05,59.0,46.15
PT Collins,"Sabina Park, Kingston",Test,1,247,96,2,206,2.33,48.0,83.4
PT Collins,"SuperSport Park, Centurion",ODI,1,45,37,1,31,4.93,37.0,68.89
PT Collins,W.A.C.A. Ground,ODI,1,63,47,0,37,4.48,47.0,58.73
PT Collins,"Warner Park, Basseterre",Test,1,296,188,4,209,3.81,47.0,70.61
PUKK Arachchige,"Ishoj Cricket Club, Vejledalen",T20I,1,6,9,0,2,9.0,9.0,33.33
PV Naringrekar,"Clayton Panama, Panama City",T20I,1,12,13,0,5,6.5,13.0,41.67
PV Naringrekar,"Reforma Athletic Club, Naucalpan",T20I,1,1,4,0,0,24.0,4.0,0.0
PV Tambe,Brabourne Stadium,IPL,1,24,32,1,11,8.0,32.0,45.83
PV Tambe,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,1,24,21,2,12,5.25,10.5,50.0
PV Tambe,Dubai International Cricket Stadium,IPL,1,24,27,1,12,6.75,27.0,50.0
PV Tambe,Eden Gardens,IPL,1,12,15,0,4,7.5,15.0,33.33
PV Tambe,Feroz Shah Kotla,IPL,3,48,61,3,18,7.62,20.33,37.5
PV Tambe,JSCA International Stadium Complex,IPL,1,24,35,0,6,8.75,35.0,25.0
PV Tambe,M Chinnaswamy Stadium,IPL,3,54,103,1,13,11.44,103.0,24.07
PV Tambe,"MA Chidambaram Stadium, Chepauk",IPL,1,18,24,0,8,8.0,24.0,44.44
PV Tambe,Maharashtra Cricket Association Stadium,IPL,1,18,15,0,7,5.0,15.0,38.89
PV Tambe,"Punjab Cricket Association Stadium, Mohali",IPL,1,24,38,0,5,9.5,38.0,20.83
PV Tambe,"Rajiv Gandhi International Stadium, Uppal",IPL,1,18,23,0,8,7.67,23.0,44.44
PV Tambe,"Sardar Patel Stadium, Motera",IPL,7,150,190,8,39,7.6,23.75,26.0
PV Tambe,Saurashtra Cricket Association Stadium,IPL,3,54,74,3,12,8.22,24.67,22.22
PV Tambe,Sawai Mansingh Stadium,IPL,1,24,30,0,8,7.5,30.0,33.33
PV Tambe,Sharjah Cricket Stadium,IPL,1,24,28,0,8,7.0,28.0,33.33
PV Tambe,Sheikh Zayed Stadium,IPL,3,72,75,6,30,6.25,12.5,41.67
PV Tambe,Wankhede Stadium,IPL,3,48,75,3,14,9.38,25.0,29.17
PV Vuniwaqa,"Faleata Oval No 2, Apia",T20I,4,55,81,5,15,8.84,16.2,27.27
PV Vuniwaqa,"Independence Park, Port Vila",T20I,1,13,20,0,5,9.23,20.0,38.46
PVD Chameera,"Arun Jaitley Stadium, Delhi",IPL,4,60,110,2,15,11.0,55.0,25.0
PVD Chameera,"Arun Jaitley Stadium, Delhi",ODI,1,48,58,0,25,7.25,58.0,52.08
PVD Chameera,Barabati Stadium,T20I,1,18,38,0,3,12.67,38.0,16.67
PVD Chameera,Bay Oval,ODI,1,54,42,0,23,4.67,42.0,42.59
PVD Chameera,Bellerive Oval,ODI,1,44,53,3,20,7.23,17.67,45.45
PVD Chameera,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",IPL,1,18,25,1,4,8.33,25.0,22.22
PVD Chameera,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",T20I,1,24,42,0,6,10.5,42.0,25.0
PVD Chameera,"Brabourne Stadium, Mumbai",IPL,3,67,132,3,24,11.82,44.0,35.82
PVD Chameera,"Brisbane Cricket Ground, Woolloongabba",Test,1,129,73,1,95,3.4,73.0,73.64
PVD Chameera,"Coolidge Cricket Ground, Antigua",T20I,3,69,86,4,35,7.48,21.5,50.72
PVD Chameera,"Dr DY Patil Sports Academy, Mumbai",IPL,1,18,33,2,7,11.0,16.5,38.89
PVD Chameera,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,T20I,1,12,16,1,5,8.0,16.0,41.67
PVD Chameera,Dubai International Cricket Stadium,T20I,4,91,137,4,30,9.03,34.25,32.97
PVD Chameera,"Eden Gardens, Kolkata",IPL,2,43,103,0,13,14.37,103.0,30.23
PVD Chameera,Eden Park,T20I,1,18,46,0,2,15.33,46.0,11.11
PVD Chameera,Feroz Shah Kotla,T20I,1,25,37,0,11,8.88,37.0,44.0
PVD Chameera,"GMHBA Stadium, South Geelong, Victoria",T20I,2,47,55,5,22,7.02,11.0,46.81
PVD Chameera,Galle International Stadium,ODI,1,30,27,0,21,5.4,27.0,70.0
PVD Chameera,Galle International Stadium,Test,1,72,28,0,57,2.33,28.0,79.17
PVD Chameera,Hagley Oval,ODI,2,24,59,0,9,14.75,59.0,37.5
PVD Chameera,Hagley Oval,Test,1,230,202,1,144,5.27,202.0,62.61
PVD Chameera,Harare Sports Club,ODI,2,120,100,3,70,5.0,33.33,58.33
PVD Chameera,Harare Sports Club,T20I,3,72,83,8,33,6.92,10.38,45.83
PVD Chameera,Headingley,Test,1,102,64,3,69,3.76,21.33,67.65
PVD Chameera,"Himachal Pradesh Cricket Association Stadium, Dharamsala",IPL,1,13,27,0,4,12.46,27.0,30.77
PVD Chameera,"Himachal Pradesh Cricket Association Stadium, Dharamsala",T20I,2,37,59,2,12,9.57,29.5,32.43
PVD Chameera,Holkar Cricket Stadium,T20I,1,24,45,1,11,11.25,45.0,45.83
PVD Chameera,JSCA International Stadium Complex,T20I,1,24,38,2,7,9.5,19.0,29.17
PVD Chameera,"Kennington Oval, London",ODI,1,54,46,0,33,5.11,46.0,61.11
PVD Chameera,M Chinnaswamy Stadium,T20I,1,18,15,0,8,5.0,15.0,44.44
PVD Chameera,"M Chinnaswamy Stadium, Bengaluru",ODI,1,24,20,1,17,5.0,20.0,70.83
PVD Chameera,Maharashtra Cricket Association Stadium,T20I,1,23,16,3,13,4.17,5.33,56.52
PVD Chameera,"Maharashtra Cricket Association Stadium, Pune",IPL,3,66,65,3,38,5.91,21.67,57.58
PVD Chameera,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,3,96,82,1,59,5.12,82.0,61.46
PVD Chameera,"Manuka Oval, Canberra",T20I,1,24,23,0,12,5.75,23.0,50.0
PVD Chameera,Melbourne Cricket Ground,T20I,2,48,63,3,18,7.88,21.0,37.5
PVD Chameera,P Sara Oval,Test,2,385,222,6,261,3.46,37.0,67.79
PVD Chameera,Pallekele International Cricket Stadium,ODI,8,358,348,10,201,5.83,34.8,56.15
PVD Chameera,Pallekele International Cricket Stadium,T20I,7,152,241,16,54,9.51,15.06,35.53
PVD Chameera,R Premadasa Stadium,T20I,1,18,40,1,6,13.33,40.0,33.33
PVD Chameera,"R Premadasa Stadium, Colombo",ODI,11,436,462,11,237,6.36,42.0,54.36
PVD Chameera,"R Premadasa Stadium, Colombo",T20I,13,265,345,14,105,7.81,24.64,39.62
PVD Chameera,"R.Premadasa Stadium, Khettarama",ODI,1,36,20,3,26,3.33,6.67,72.22
PVD Chameera,"R.Premadasa Stadium, Khettarama",T20I,3,66,111,3,18,10.09,37.0,27.27
PVD Chameera,Rangiri Dambulla International Stadium,T20I,1,24,39,1,8,9.75,39.0,33.33
PVD Chameera,Rawalpindi Cricket Stadium,ODI,2,120,127,2,65,6.35,63.5,54.17
PVD Chameera,Rawalpindi Cricket Stadium,T20I,5,112,127,7,50,6.8,18.14,44.64
PVD Chameera,"Riverside Ground, Chester-le-Street",ODI,1,48,50,3,23,6.25,16.67,47.92
PVD Chameera,Saxton Oval,ODI,3,127,126,4,69,5.95,31.5,54.33
PVD Chameera,Seddon Park,Test,1,183,116,9,132,3.8,12.89,72.13
PVD Chameera,Sharjah Cricket Stadium,ODI,1,24,15,0,16,3.75,15.0,66.67
PVD Chameera,Sharjah Cricket Stadium,T20I,4,87,128,4,32,8.83,32.0,36.78
PVD Chameera,Sheikh Zayed Stadium,ODI,1,60,39,0,40,3.9,39.0,66.67
PVD Chameera,Sher-e-Bangla National Cricket Stadium,ODI,1,55,44,4,32,4.8,11.0,58.18
PVD Chameera,Shere Bangla National Stadium,T20I,4,95,117,4,42,7.39,29.25,44.21
PVD Chameera,"Shere Bangla National Stadium, Mirpur",ODI,5,240,136,10,159,3.4,13.6,66.25
PVD Chameera,Sir Vivian Richards Stadium,ODI,2,122,109,2,64,5.36,54.5,52.46
PVD Chameera,Sir Vivian Richards Stadium,Test,2,478,265,7,339,3.33,37.86,70.92
PVD Chameera,"Sophia Gardens, Cardiff",T20I,2,43,53,2,21,7.4,26.5,48.84
PVD Chameera,St George's Park,Test,1,179,154,1,102,5.16,154.0,56.98
PVD Chameera,Sydney Cricket Ground,ODI,1,13,33,0,3,15.23,33.0,23.08
PVD Chameera,Sydney Cricket Ground,T20I,2,48,69,4,17,8.62,17.25,35.42
PVD Chameera,"The Rose Bowl, Southampton",T20I,1,24,18,4,11,4.5,4.5,45.83
PVD Chameera,The Wanderers Stadium,Test,1,84,57,1,62,4.07,57.0,73.81
PVD Chameera,University Oval,Test,1,207,175,3,122,5.07,58.33,58.94
PVD Chameera,Wankhede Stadium,T20I,1,24,22,2,13,5.5,11.0,54.17
PVD Chameera,"Wankhede Stadium, Mumbai",IPL,5,114,163,4,52,8.58,40.75,45.61
PVD Chameera,"Wankhede Stadium, Mumbai",ODI,1,60,72,1,28,7.2,72.0,46.67
PVD Chameera,Westpac Stadium,ODI,1,48,60,2,20,7.5,30.0,41.67
PVD Chameera,"Zayed Cricket Stadium, Abu Dhabi",T20I,5,114,126,5,61,6.63,25.2,53.51
PVSN Raju,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,1,6,13,0,0,13.0,13.0,0.0
PVSN Raju,"Narendra Modi Stadium, Ahmedabad",IPL,1,18,41,2,4,13.67,20.5,22.22
PW Borren,Bay Oval,ODI,1,54,37,1,28,4.11,37.0,51.85
PW Borren,Bert Sutcliffe Oval,ODI,1,18,23,0,5,7.67,23.0,27.78
PW Borren,"Civil Service Cricket Club, Stormont",T20I,1,24,22,1,12,5.5,22.0,50.0
PW Borren,Clontarf Cricket Club Ground,ODI,2,24,29,0,15,7.25,29.0,62.5
PW Borren,Dubai International Cricket Stadium,T20I,4,64,79,2,17,7.41,39.5,26.56
PW Borren,Eden Gardens,ODI,1,30,41,0,9,8.2,41.0,30.0
PW Borren,Feroz Shah Kotla,ODI,1,48,33,1,30,4.12,33.0,62.5
PW Borren,"Grange Cricket Club Ground, Raeburn Place",T20I,1,12,10,0,3,5.0,10.0,25.0
PW Borren,Hazelaarweg,T20I,1,18,24,1,2,8.0,24.0,11.11
PW Borren,Himachal Pradesh Cricket Association Stadium,T20I,1,6,9,1,1,9.0,9.0,16.67
PW Borren,ICC Academy,T20I,3,61,57,3,26,5.61,19.0,42.62
PW Borren,Lord's,T20I,2,48,65,2,8,8.12,32.5,16.67
