bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
DN Wyatt,Willowmoore Park,ODI,1,12,10,0,6,5.0,10.0,50.0
DNA Ankrah,Entebbe Cricket Oval,T20I,1,6,17,0,0,17.0,17.0,0.0
DNA Ankrah,Kyambogo Cricket Oval,T20I,4,73,86,4,37,7.07,21.5,50.68
DNA Ankrah,"Takashinga Sports Club, Highfield, Harare",T20I,1,7,18,0,0,15.43,18.0,0.0
DNT Zoysa,Dr DY Patil Sports Academy,IPL,1,25,30,1,11,7.2,30.0,44.0
DNT Zoysa,Gaddafi Stadium,ODI,1,24,12,0,17,3.0,12.0,70.83
DNT Zoysa,Kennington Oval,ODI,1,63,23,3,50,2.19,7.67,79.37
DNT Zoysa,National Stadium,ODI,1,48,35,1,29,4.38,35.0,60.42
DNT Zoysa,Nehru Stadium,ODI,1,48,48,1,23,6.0,48.0,47.92
DNT Zoysa,"Punjab Cricket Association IS Bindra Stadium, Mohali",ODI,1,24,39,0,12,9.75,39.0,50.0
DNT Zoysa,Queens Sports Club,ODI,1,43,25,3,32,3.49,8.33,74.42
DNT Zoysa,R.Premadasa Stadium,ODI,4,207,144,6,147,4.17,24.0,71.01
DNT Zoysa,"R.Premadasa Stadium, Khettarama",ODI,1,48,47,1,30,5.88,47.0,62.5
DNT Zoysa,"Rajiv Gandhi International Stadium, Uppal",IPL,2,43,70,1,14,9.77,70.0,32.56
DNT Zoysa,Rawalpindi Cricket Stadium,ODI,1,37,24,1,28,3.89,24.0,75.68
DNT Zoysa,Reliance Stadium,ODI,1,46,47,2,25,6.13,23.5,54.35
DNT Zoysa,"Sardar Patel (Gujarat) Stadium, Motera",ODI,1,31,29,2,19,5.61,14.5,61.29
DNT Zoysa,Sinhalese Sports Club,ODI,1,48,26,2,32,3.25,13.0,66.67
DNT Zoysa,The Rose Bowl,ODI,1,60,61,1,34,6.1,61.0,56.67
DNT Zoysa,"Trent Bridge, Nottingham",ODI,1,45,47,1,23,6.27,47.0,51.11
DO Leicher,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,2,18,23,2,6,7.67,11.5,33.33
DO Leicher,"Maple Leaf North-West Ground, King City",ODI,1,6,3,0,4,3.0,3.0,66.67
DO Leicher,"Namibia Cricket Ground, Windhoek",ODI,2,36,38,1,15,6.33,38.0,41.67
DO Leicher,"United Cricket Club Ground, Windhoek",ODI,1,54,56,1,30,6.22,56.0,55.56
DO Leicher,"United Cricket Club Ground, Windhoek",T20I,2,30,46,1,10,9.2,46.0,33.33
DO Leicher,"Wanderers Cricket Ground, Windhoek",ODI,1,6,13,0,2,13.0,13.0,33.33
DO Leicher,"Wanderers Cricket Ground, Windhoek",T20I,3,24,49,0,5,12.25,49.0,20.83
DP David,"Beausejour Stadium, Gros Islet",T20I,1,24,16,0,10,4.0,16.0,41.67
DP David,County Ground,T20I,1,18,19,1,6,6.33,19.0,33.33
DP Hernandez,Las Caballerizas,T20I,1,10,13,0,3,7.8,13.0,30.0
DP Michael,"Independence Park, Port Vila",T20I,2,33,53,4,7,9.64,13.25,21.21
DP Nannes,AMI Stadium,T20I,1,24,54,1,8,13.5,54.0,33.33
DP Nannes,Barabati Stadium,IPL,1,24,39,1,8,9.75,39.0,33.33
DP Nannes,"Beausejour Stadium, Gros Islet",T20I,3,66,92,5,30,8.36,18.4,45.45
DP Nannes,Bellerive Oval,T20I,1,24,22,3,13,5.5,7.33,54.17
DP Nannes,Buffalo Park,IPL,1,24,33,3,12,8.25,11.0,50.0
DP Nannes,Edgbaston,T20I,2,48,72,6,22,9.0,12.0,45.83
DP Nannes,Feroz Shah Kotla,IPL,4,92,92,4,45,6.0,23.0,48.91
DP Nannes,"Kensington Oval, Bridgetown",T20I,4,90,93,9,47,6.2,10.33,52.22
DP Nannes,Kingsmead,IPL,3,72,114,3,25,9.5,38.0,34.72
DP Nannes,Lord's,T20I,2,48,56,1,16,7.0,56.0,33.33
DP Nannes,M Chinnaswamy Stadium,IPL,2,30,33,2,13,6.6,16.5,43.33
DP Nannes,"MA Chidambaram Stadium, Chepauk",IPL,5,118,173,3,48,8.8,57.67,40.68
DP Nannes,Melbourne Cricket Ground,T20I,1,24,27,2,13,6.75,13.5,54.17
DP Nannes,Nehru Stadium,IPL,1,18,31,1,5,10.33,31.0,27.78
DP Nannes,New Wanderers Stadium,IPL,2,48,42,6,27,5.25,7.0,56.25
DP Nannes,Newlands,IPL,1,18,26,0,9,8.67,26.0,50.0
DP Nannes,OUTsurance Oval,IPL,1,24,35,1,12,8.75,35.0,50.0
DP Nannes,"Punjab Cricket Association Stadium, Mohali",IPL,2,47,36,5,32,4.6,7.2,68.09
DP Nannes,"Sardar Patel Stadium, Motera",IPL,1,24,27,2,11,6.75,13.5,45.83
DP Nannes,St George's Park,IPL,1,24,28,1,11,7.0,28.0,45.83
DP Nannes,SuperSport Park,IPL,4,87,106,6,48,7.31,17.67,55.17
DP Nannes,Western Australia Cricket Association Ground,T20I,1,18,28,1,6,9.33,28.0,33.33
DP Nannes,Westpac Stadium,T20I,1,24,23,2,15,5.75,11.5,62.5
DP Sibley,The Rose Bowl,Test,1,9,7,0,5,4.67,7.0,55.56
DP Vaidya,"Brabourne Stadium, Mumbai",T20I,3,54,71,3,19,7.89,23.67,35.19
DP Vaidya,"Buffalo Park, East London",T20I,4,42,58,3,12,8.29,19.33,28.57
DP Vaidya,"Dr DY Patil Sports Academy, Mumbai",T20I,2,36,65,1,7,10.83,65.0,19.44
DP Vaidya,"Newlands, Cape Town",T20I,1,12,16,1,4,8.0,16.0,33.33
DP Vaidya,Nondescripts Cricket Club Ground,ODI,1,42,17,3,26,2.43,5.67,61.9
DP Vaidya,P Sara Oval,ODI,4,85,55,4,58,3.88,13.75,68.24
DP Vaidya,"Shere Bangla National Stadium, Mirpur",ODI,3,150,109,6,77,4.36,18.17,51.33
DP Vaidya,"Shere Bangla National Stadium, Mirpur",T20I,1,24,16,3,13,4.0,5.33,54.17
DP Vaidya,"Vidarbha Cricket Association Stadium, Jamtha",ODI,1,30,16,0,21,3.2,16.0,70.0
DP Vaidya,Zhejiang University of Technology Cricket Field,T20I,2,30,17,2,19,3.4,8.5,63.33
DP Vijaykumar,Feroz Shah Kotla,IPL,1,24,24,1,11,6.0,24.0,45.83
DP Vijaykumar,M Chinnaswamy Stadium,IPL,1,18,19,0,9,6.33,19.0,50.0
DP Vijaykumar,"MA Chidambaram Stadium, Chepauk",IPL,1,18,18,1,12,6.0,18.0,66.67
DP Vijaykumar,"Punjab Cricket Association Stadium, Mohali",IPL,1,12,24,0,5,12.0,24.0,41.67
DP Vijaykumar,"Rajiv Gandhi International Stadium, Uppal",IPL,4,76,110,2,30,8.68,55.0,39.47
DP Vijaykumar,Sawai Mansingh Stadium,IPL,1,6,10,0,2,10.0,10.0,33.33
DPMD Jayawardene,Basin Reserve,Test,1,36,14,0,30,2.33,14.0,83.33
DPMD Jayawardene,"Brisbane Cricket Ground, Woolloongabba",ODI,1,12,15,0,4,7.5,15.0,33.33
DPMD Jayawardene,Galle International Stadium,Test,1,24,10,1,20,2.5,10.0,83.33
DPMD Jayawardene,Headingley,Test,1,36,13,0,29,2.17,13.0,80.56
DPMD Jayawardene,"MA Chidambaram Stadium, Chepauk",ODI,1,14,19,0,5,8.14,19.0,35.71
DPMD Jayawardene,Melbourne Cricket Ground,ODI,1,12,8,0,6,4.0,8.0,50.0
DPMD Jayawardene,National Stadium,Test,1,41,42,1,18,6.15,42.0,43.9
DPMD Jayawardene,R Premadasa Stadium,ODI,1,11,5,1,6,2.73,5.0,54.55
DPMD Jayawardene,Sinhalese Sports Club Ground,Test,2,24,13,0,16,3.25,13.0,66.67
DPMD Jayawardene,The Rose Bowl,ODI,1,18,16,1,11,5.33,16.0,61.11
DPMD Jayawardene,The Rose Bowl,Test,1,6,5,0,2,5.0,5.0,33.33
DPMD Jayawardene,Westpac Stadium,T20I,1,6,8,0,1,8.0,8.0,16.67
DPS Tyagi,"Bayuemas Oval, Kuala Lumpur",T20I,5,93,124,5,41,8.0,24.8,44.09
DPS Tyagi,"Terdthai Cricket Ground, Bangkok",T20I,4,84,108,6,44,7.71,18.0,52.38
DR Briggs,Bellerive Oval,T20I,1,24,53,0,4,13.25,53.0,16.67
DR Briggs,Dubai International Cricket Stadium,ODI,1,60,42,2,33,4.2,21.0,55.0
DR Briggs,Edgbaston,T20I,1,12,18,1,6,9.0,18.0,50.0
DR Briggs,Pallekele International Cricket Stadium,T20I,1,24,36,1,8,9.0,36.0,33.33
DR Briggs,Riverside Ground,T20I,1,18,25,2,8,8.33,12.5,44.44
DR Briggs,Subrata Roy Sahara Stadium,T20I,1,6,18,0,1,18.0,18.0,16.67
DR Briggs,The Rose Bowl,T20I,1,24,51,1,4,12.75,51.0,16.67
DR Brown,Gymkhana Club Ground,ODI,1,48,32,2,25,4.0,16.0,52.08
DR Brown,Kingsmead,T20I,1,24,45,0,5,11.25,45.0,20.83
DR Brown,"Warner Park, Basseterre",ODI,3,90,131,1,38,8.73,131.0,42.22
DR Flynn,Old Trafford,T20I,1,6,7,0,2,7.0,7.0,33.33
DR Flynn,P Sara Oval,Test,1,6,0,0,6,0.0,0.0,100.0
DR Flynn,"Sabina Park, Kingston",ODI,1,6,9,0,2,9.0,9.0,33.33
DR Flynn,"Warner Park, Basseterre",ODI,1,12,10,0,6,5.0,10.0,50.0
DR Gibson,"Basin Reserve, Wellington",T20I,2,42,50,1,16,7.14,50.0,38.1
DR Gibson,"County Ground, Chelmsford",T20I,1,8,9,1,3,6.75,9.0,37.5
DR Gibson,"County Ground, Derby",T20I,1,6,5,0,4,5.0,5.0,66.67
DR Gibson,"County Ground, Hove",T20I,1,6,11,0,2,11.0,11.0,33.33
DR Gibson,"County Ground, Northampton",T20I,1,12,16,0,6,8.0,16.0,50.0
DR Gibson,"Edgbaston, Birmingham",T20I,2,36,53,0,15,8.83,53.0,41.67
DR Gibson,"Headingley, Leeds",T20I,1,25,30,1,9,7.2,30.0,36.0
DR Gibson,"Kennington Oval, London",T20I,2,30,22,2,17,4.4,11.0,56.67
DR Gibson,"Lord's, London",T20I,1,18,24,1,7,8.0,24.0,38.89
DR Gibson,"Saxton Oval, Nelson",T20I,2,42,43,4,20,6.14,10.75,47.62
DR Gibson,Sharjah Cricket Stadium,T20I,1,6,5,1,4,5.0,5.0,66.67
DR Gibson,"St Lawrence Ground, Canterbury",T20I,1,18,27,0,6,9.0,27.0,33.33
DR Gibson,"University Oval, Dunedin",T20I,1,24,34,0,8,8.5,34.0,33.33
DR Gibson,"Wankhede Stadium, Mumbai",T20I,1,6,12,0,1,12.0,12.0,16.67
DR Hooper,College Field,T20I,1,20,13,2,13,3.9,6.5,65.0
DR Hooper,"College Field, St Peter Port",T20I,1,18,27,0,4,9.0,27.0,22.22
DR Hooper,"Desert Springs Cricket Ground, Almeria",T20I,4,84,108,6,32,7.71,18.0,38.1
DR Hooper,Kerava National Cricket Ground,T20I,3,60,58,2,27,5.8,29.0,45.0
DR Hooper,King George V Sports Ground,T20I,4,72,73,3,28,6.08,24.33,38.89
DR Hooper,"Sportpark Het Schootsveld, Deventer",T20I,2,30,56,1,5,11.2,56.0,16.67
DR Hooper,Tikkurila Cricket Ground,T20I,2,46,53,3,19,6.91,17.67,41.3
DR Martyn,"Bellerive Oval, Hobart",ODI,1,36,34,1,11,5.67,34.0,30.56
DR Martyn,"Queens Sports Club, Bulawayo",ODI,1,24,21,0,13,5.25,21.0,54.17
DR Martyn,Sydney Cricket Ground,ODI,1,30,23,0,9,4.6,23.0,30.0
DR Martyn,Sydney Cricket Ground,Test,3,90,54,0,69,3.6,54.0,76.67
DR Martyn,"Western Australia Cricket Association Ground, Perth",Test,1,78,38,0,66,2.92,38.0,84.62
DR Mousley,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20I,2,24,46,0,6,11.5,46.0,25.0
DR Mousley,"Gaddafi Stadium, Lahore",PSL,1,18,22,0,4,7.33,22.0,22.22
DR Mousley,"Kensington Oval, Bridgetown, Barbados",T20I,2,30,37,2,19,7.4,18.5,63.33
DR Mousley,"Sir Vivian Richards Stadium, North Sound, Antigua",ODI,1,12,17,0,4,8.5,17.0,33.33
DR Sams,"Brabourne Stadium, Mumbai",IPL,2,42,75,1,13,10.71,75.0,30.95
DR Sams,"Dr DY Patil Sports Academy, Mumbai",IPL,4,96,120,6,45,7.5,20.0,46.88
DR Sams,Dubai International Cricket Stadium,IPL,2,49,74,0,14,9.06,74.0,28.57
DR Sams,"Gaddafi Stadium, Lahore",PSL,5,102,169,3,31,9.94,56.33,30.39
DR Sams,Hagley Oval,T20I,1,24,40,2,10,10.0,20.0,41.67
DR Sams,"Maharashtra Cricket Association Stadium, Pune",IPL,1,19,50,1,4,15.79,50.0,21.05
DR Sams,"Manuka Oval, Canberra",T20I,1,18,18,0,7,6.0,18.0,38.89
DR Sams,Melbourne Cricket Ground,T20I,2,25,36,0,7,8.64,36.0,28.0
DR Sams,Multan Cricket Stadium,PSL,1,24,38,1,4,9.5,38.0,16.67
DR Sams,"Narendra Modi Stadium, Ahmedabad",IPL,2,36,39,1,15,6.5,39.0,41.67
DR Sams,"National Stadium, Karachi",PSL,3,61,112,2,18,11.02,56.0,29.51
DR Sams,Perth Stadium,T20I,1,24,42,1,9,10.5,42.0,37.5
DR Sams,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",T20I,1,23,33,2,8,8.61,16.5,34.78
DR Sams,Rawalpindi Cricket Stadium,PSL,1,18,29,2,8,9.67,14.5,44.44
DR Sams,Sheikh Zayed Stadium,IPL,1,24,40,0,8,10.0,40.0,33.33
DR Sams,Sydney Cricket Ground,T20I,2,34,71,1,10,12.53,71.0,29.41
DR Sams,University Oval,T20I,1,24,46,2,7,11.5,23.0,29.17
DR Sams,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",T20I,1,8,21,0,2,15.75,21.0,25.0
DR Sams,"Wankhede Stadium, Mumbai",IPL,4,96,130,6,45,8.12,21.67,46.88
DR Smith,Adelaide Oval,ODI,1,24,28,1,14,7.0,28.0,58.33
DR Smith,"Antigua Recreation Ground, St John's",ODI,2,71,40,2,51,3.38,20.0,71.83
DR Smith,Arnos Vale Ground,ODI,1,19,16,0,9,5.05,16.0,47.37
DR Smith,Barabati Stadium,IPL,1,18,36,1,4,12.0,36.0,22.22
DR Smith,"Beausejour Stadium, Gros Islet",T20I,1,6,12,0,1,12.0,12.0,16.67
DR Smith,Bellerive Oval,T20I,1,18,38,2,3,12.67,19.0,16.67
DR Smith,Brabourne Stadium,ODI,2,37,45,0,22,7.3,45.0,59.46
DR Smith,"Brisbane Cricket Ground, Woolloongabba",ODI,1,48,59,2,24,7.38,29.5,50.0
DR Smith,Buffalo Park,IPL,1,12,21,0,4,10.5,21.0,33.33
DR Smith,Clontarf Cricket Club Ground,ODI,1,12,15,0,5,7.5,15.0,41.67
DR Smith,Daren Sammy National Cricket Stadium,ODI,1,30,30,0,10,6.0,30.0,33.33
DR Smith,De Beers Diamond Oval,IPL,1,6,4,0,2,4.0,4.0,33.33
DR Smith,Dubai International Cricket Stadium,PSL,6,34,68,0,7,12.0,68.0,20.59
DR Smith,Eden Gardens,IPL,4,61,78,3,18,7.67,26.0,29.51
DR Smith,Eden Park,ODI,1,61,46,5,29,4.52,9.2,47.54
DR Smith,Eden Park,T20I,1,20,9,2,11,2.7,4.5,55.0
DR Smith,Eden Park,Test,1,210,116,3,162,3.31,38.67,77.14
DR Smith,Edgbaston,ODI,1,54,56,0,25,6.22,56.0,46.3
DR Smith,Feroz Shah Kotla,IPL,6,67,122,3,14,10.93,40.67,20.9
DR Smith,Gaddafi Stadium,ODI,1,36,49,0,16,8.17,49.0,44.44
DR Smith,Green Park,IPL,3,55,62,6,28,6.76,10.33,50.91
DR Smith,Headingley,ODI,1,12,16,0,5,8.0,16.0,41.67
DR Smith,Indian Petrochemicals Corporation Limited Sports Complex Ground,ODI,1,48,51,0,25,6.38,51.0,52.08
DR Smith,Iqbal Stadium,ODI,1,60,34,0,41,3.4,34.0,68.33
DR Smith,Jade Stadium,ODI,1,42,38,1,19,5.43,38.0,45.24
DR Smith,Kennington Oval,ODI,1,18,22,0,5,7.33,22.0,27.78
DR Smith,Kennington Oval,T20I,4,63,82,4,20,7.81,20.5,31.75
DR Smith,Kennington Oval,Test,1,84,51,0,65,3.64,51.0,77.38
DR Smith,Kingsmead,IPL,3,42,59,1,13,8.43,59.0,30.95
DR Smith,Kinrara Academy Oval,ODI,4,193,152,5,119,4.73,30.4,61.66
DR Smith,Lord's,ODI,3,183,143,3,103,4.69,47.67,56.28
DR Smith,M Chinnaswamy Stadium,IPL,5,54,69,3,21,7.67,23.0,38.89
DR Smith,Maharashtra Cricket Association Stadium,IPL,1,18,27,0,5,9.0,27.0,27.78
DR Smith,McLean Park,ODI,2,66,79,2,26,7.18,39.5,39.39
DR Smith,Melbourne Cricket Ground,ODI,2,96,102,1,43,6.38,102.0,44.79
DR Smith,Multan Cricket Stadium,ODI,1,61,29,2,41,2.85,14.5,67.21
DR Smith,National Cricket Stadium,ODI,1,24,24,3,10,6.0,8.0,41.67
DR Smith,National Stadium,ODI,1,37,32,0,24,5.19,32.0,64.86
DR Smith,New Wanderers Stadium,ODI,1,25,68,0,3,16.32,68.0,12.0
DR Smith,New Wanderers Stadium,T20I,1,12,37,0,1,18.5,37.0,8.33
DR Smith,Providence Stadium,ODI,2,36,42,0,21,7.0,42.0,58.33
DR Smith,"Queen's Park Oval, Port of Spain",ODI,4,104,77,4,58,4.44,19.25,55.77
DR Smith,Queenstown Events Centre,ODI,1,18,18,0,9,6.0,18.0,50.0
DR Smith,"R.Premadasa Stadium, Khettarama",ODI,1,54,41,2,33,4.56,20.5,61.11
DR Smith,"Rajiv Gandhi International Stadium, Uppal",IPL,1,6,15,0,0,15.0,15.0,0.0
DR Smith,Rangiri Dambulla International Stadium,ODI,2,114,77,2,62,4.05,38.5,54.39
DR Smith,"Sabina Park, Kingston",ODI,3,102,72,4,50,4.24,18.0,49.02
DR Smith,"Sardar Patel Stadium, Motera",ODI,2,97,51,2,70,3.15,25.5,72.16
DR Smith,Saurashtra Cricket Association Stadium,IPL,5,42,80,2,12,11.43,40.0,28.57
DR Smith,Sawai Mansingh Stadium,IPL,2,24,29,0,8,7.25,29.0,33.33
DR Smith,Sawai Mansingh Stadium,ODI,1,24,13,0,19,3.25,13.0,79.17
DR Smith,Sharjah Cricket Stadium,IPL,1,12,15,1,5,7.5,15.0,41.67
DR Smith,Sharjah Cricket Stadium,PSL,1,2,3,0,0,9.0,3.0,0.0
DR Smith,Sheikh Abu Naser Stadium,ODI,1,54,47,0,20,5.22,47.0,37.04
DR Smith,Sheikh Zayed Stadium,IPL,2,24,39,2,6,9.75,19.5,25.0
DR Smith,Shere Bangla National Stadium,ODI,2,31,21,3,17,4.06,7.0,54.84
DR Smith,Shere Bangla National Stadium,T20I,2,18,27,0,5,9.0,27.0,27.78
DR Smith,"Sir Vivian Richards Stadium, North Sound",ODI,4,77,65,1,43,5.06,65.0,55.84
DR Smith,St George's Park,IPL,1,12,22,0,4,11.0,22.0,33.33
DR Smith,SuperSport Park,IPL,2,12,22,0,7,11.0,22.0,58.33
DR Smith,Sydney Cricket Ground,ODI,1,60,47,3,37,4.7,15.67,61.67
DR Smith,Sydney Cricket Ground,T20I,1,6,9,0,3,9.0,9.0,50.0
DR Smith,Trent Bridge,ODI,2,80,71,2,42,5.32,35.5,52.5
DR Smith,"Vidarbha Cricket Association Stadium, Jamtha",IPL,2,23,36,1,6,9.39,36.0,26.09
DR Smith,Wankhede Stadium,IPL,5,55,89,4,22,9.71,22.25,40.0
DR Smith,Western Australia Cricket Association Ground,ODI,1,30,22,1,17,4.4,22.0,56.67
DR Smith,Westpac Stadium,ODI,1,60,50,2,25,5.0,25.0,41.67
DR Tuffey,"Barabati Stadium, Cuttack",ODI,1,60,35,3,36,3.5,11.67,60.0
DR Tuffey,Basin Reserve,Test,2,368,170,4,290,2.77,42.5,78.8
DR Tuffey,"Beausejour Stadium, Gros Islet",ODI,1,37,41,0,22,6.65,41.0,59.46
DR Tuffey,"Davies Park, Queenstown",ODI,1,62,36,2,46,3.48,18.0,74.19
DR Tuffey,Eden Park,ODI,5,221,263,3,109,7.14,87.67,49.32
DR Tuffey,Eden Park,T20I,1,24,52,1,9,13.0,52.0,37.5
DR Tuffey,Eden Park,Test,1,169,56,1,143,1.99,56.0,84.62
DR Tuffey,"Gaddafi Stadium, Lahore",ODI,1,60,63,1,31,6.3,63.0,51.67
DR Tuffey,"Goodyear Park, Bloemfontein",ODI,1,31,36,0,15,6.97,36.0,48.39
DR Tuffey,"Jade Stadium, Christchurch",ODI,1,60,16,2,51,1.6,8.0,85.0
DR Tuffey,Kennington Oval,ODI,1,48,40,0,32,5.0,40.0,66.67
DR Tuffey,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",ODI,1,54,75,1,29,8.33,75.0,53.7
DR Tuffey,"MA Chidambaram Stadium, Chepauk, Chennai",ODI,1,24,26,0,15,6.5,26.0,62.5
DR Tuffey,McLean Park,ODI,2,102,98,4,55,5.76,24.5,53.92
DR Tuffey,McLean Park,Test,1,222,114,4,167,3.08,28.5,75.23
DR Tuffey,"McLean Park, Napier",ODI,1,62,38,3,42,3.68,12.67,67.74
DR Tuffey,"Nahar Singh Stadium, Faridabad",ODI,1,40,56,1,21,8.4,56.0,52.5
DR Tuffey,Nehru Stadium,ODI,1,49,56,2,25,6.86,28.0,51.02
DR Tuffey,"Nehru Stadium, Poona",ODI,1,60,31,4,50,3.1,7.75,83.33
DR Tuffey,New Wanderers Stadium,ODI,1,52,39,2,32,4.5,19.5,61.54
DR Tuffey,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Test,1,258,111,7,210,2.58,15.86,81.4
DR Tuffey,R Premadasa Stadium,ODI,1,54,35,1,34,3.89,35.0,62.96
DR Tuffey,Rangiri Dambulla International Stadium,ODI,6,299,200,11,216,4.01,18.18,72.24
DR Tuffey,Rawalpindi Cricket Stadium,ODI,1,44,45,0,26,6.14,45.0,59.09
DR Tuffey,Seddon Park,ODI,1,60,68,1,24,6.8,68.0,40.0
DR Tuffey,Seddon Park,T20I,1,24,16,2,14,4.0,8.0,58.33
DR Tuffey,Seddon Park,Test,1,180,118,3,133,3.93,39.33,73.89
DR Tuffey,Shere Bangla National Stadium,ODI,1,37,31,2,23,5.03,15.5,62.16
DR Tuffey,SuperSport Park,ODI,1,54,52,2,30,5.78,26.0,55.56
DR Tuffey,"SuperSport Park, Centurion",ODI,1,61,41,1,44,4.03,41.0,72.13
DR Tuffey,University Oval,ODI,1,54,55,2,31,6.11,27.5,57.41
DR Tuffey,"Westpac Park, Hamilton",ODI,1,61,30,2,48,2.95,15.0,78.69
DR Tuffey,Westpac Stadium,ODI,2,96,71,0,58,4.44,71.0,60.42
DR Tuffey,Westpac Stadium,T20I,1,12,27,0,2,13.5,27.0,16.67
DR Tuffey,"Westpac Stadium, Wellington",ODI,1,62,42,1,44,4.06,42.0,70.97
DS Airee,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,17,317,284,24,142,5.38,11.83,44.79
DS Airee,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,3,37,28,2,16,4.54,14.0,43.24
DS Airee,"Arnos Vale Ground, Kingstown, St Vincent",T20I,2,45,43,6,20,5.73,7.17,44.44
DS Airee,"Cambusdoon New Ground, Ayr",ODI,2,81,50,3,41,3.7,16.67,50.62
DS Airee,Dubai International Cricket Stadium,ODI,7,336,196,10,197,3.5,19.6,58.63
DS Airee,"Forthill, Dundee",ODI,3,66,59,2,30,5.36,29.5,45.45
DS Airee,"Grand Prairie Stadium, Dallas",ODI,2,18,11,0,8,3.67,11.0,44.44
DS Airee,"Grand Prairie Stadium, Dallas",T20I,4,48,59,5,16,7.38,11.8,33.33
DS Airee,"Gymkhana Club Ground, Nairobi",T20I,4,66,91,3,24,8.27,30.33,36.36
DS Airee,Harare Sports Club,ODI,2,102,107,1,47,6.29,107.0,46.08
DS Airee,ICC Academy,ODI,1,12,6,0,6,3.0,6.0,50.0
DS Airee,"ICC Academy, Dubai",ODI,3,84,59,2,48,4.21,29.5,57.14
DS Airee,Indian Association Ground,T20I,1,12,23,0,4,11.5,23.0,33.33
DS Airee,Kinrara Academy Oval,ODI,1,36,27,0,21,4.5,27.0,58.33
DS Airee,"Maple Leaf North-West Ground, King City",ODI,1,30,34,1,12,6.8,34.0,40.0
DS Airee,"Maple Leaf North-West Ground, King City",T20I,4,75,53,2,36,4.24,26.5,48.0
DS Airee,"Mission Road Ground, Mong Kok, Hong Kong",T20I,3,42,56,0,14,8.0,56.0,33.33
DS Airee,"Moosa Cricket Stadium, Pearland",ODI,4,186,146,2,95,4.71,73.0,51.08
DS Airee,Mulpani Cricket Ground,T20I,3,36,48,1,12,8.0,48.0,33.33
DS Airee,Multan Cricket Stadium,ODI,1,36,40,0,14,6.67,40.0,38.89
DS Airee,Pallekele International Cricket Stadium,ODI,1,12,12,0,5,6.0,12.0,41.67
DS Airee,Sharjah Cricket Stadium,ODI,1,60,26,1,38,2.6,26.0,63.33
DS Airee,Sharjah Cricket Stadium,T20I,2,36,24,2,26,4.0,12.0,72.22
DS Airee,"Takashinga Sports Club, Highfield, Harare",ODI,4,109,81,3,67,4.46,27.0,61.47
DS Airee,"Titwood, Glasgow",ODI,2,29,18,1,21,3.72,18.0,72.41
DS Airee,"Titwood, Glasgow",T20I,4,88,123,4,28,8.39,30.75,31.82
DS Airee,Tribhuvan University International Cricket Ground,ODI,2,36,28,1,21,4.67,28.0,58.33
DS Airee,"Tribhuvan University International Cricket Ground, Kirtipur",ODI,21,931,579,26,554,3.73,22.27,59.51
DS Airee,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,14,258,260,16,119,6.05,16.25,46.12
DS Airee,"United Cricket Club Ground, Windhoek",ODI,3,84,60,2,42,4.29,30.0,50.0
DS Airee,"Wankhede Stadium, Mumbai",T20I,4,78,89,2,31,6.85,44.5,39.74
DS Airee,Zhejiang University of Technology Cricket Field,T20I,2,36,35,4,20,5.83,8.75,55.56
DS Bajwa,"Arun Jaitley Stadium, Delhi",T20I,1,6,4,0,5,4.0,4.0,83.33
DS Bajwa,"MA Chidambaram Stadium, Chepauk, Chennai",T20I,1,13,26,0,2,12.0,26.0,15.38
DS Bajwa,"Maple Leaf North-West Ground, King City",ODI,1,30,25,0,21,5.0,25.0,70.0
DS Bajwa,"Maple Leaf North-West Ground, King City",T20I,2,8,11,0,3,8.25,11.0,37.5
DS Bajwa,"Narendra Modi Stadium, Ahmedabad",T20I,1,25,40,1,4,9.6,40.0,16.0
DS Bajwa,"Sportpark Westvliet, The Hague",ODI,1,6,12,0,1,12.0,12.0,16.67
DS Bajwa,"Tribhuvan University International Cricket Ground, Kirtipur",ODI,1,18,15,1,12,5.0,15.0,66.67
DS Bajwa,"White Hill Field, Sandys Parish",T20I,1,12,22,1,4,11.0,22.0,33.33
DS Gamage,"Ekeberg Cricket Ground 1, Oslo",T20I,1,12,20,0,5,10.0,20.0,41.67
DS Gamage,Guttsta Wicked Cricket Club,T20I,1,18,16,2,12,5.33,8.0,66.67
DS Kulkarni,Arun Jaitley Stadium,IPL,1,18,37,1,9,12.33,37.0,50.0
DS Kulkarni,"Arun Jaitley Stadium, Delhi",IPL,1,24,48,0,7,12.0,48.0,29.17
DS Kulkarni,Brabourne Stadium,IPL,3,60,99,4,24,9.9,24.75,40.0
DS Kulkarni,Buffalo Park,IPL,1,18,9,0,9,3.0,9.0,50.0
