bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Ritu Moni,78,1637,1406.0,61,808,28,1,272.8,5.15,23.05,49.36,26.84
Hamza Tahir,44,1754,1486.0,60,891,20,0,292.3,5.08,24.77,50.8,29.23
Aizaz Cheema,31,2069,1483.0,60,1324,23,7,344.8,4.3,24.72,63.99,34.48
C Kyewuta,42,833,917.0,60,431,53,10,138.8,6.61,15.28,51.74,13.88
JW Hastings,45,2026,1799.0,60,1109,54,3,337.7,5.33,29.98,54.74,33.77
RM Koda,64,1212,1344.0,60,591,48,5,202.0,6.65,22.4,48.76,20.2
JH Davey,44,1356,1396.0,60,692,47,6,226.0,6.18,23.27,51.03,22.6
R Abdulkareem,47,737,783.0,60,335,30,1,122.8,6.37,13.05,45.45,12.28
EJ Carson,58,1676,1568.0,59,784,39,0,279.3,5.61,26.58,46.78,28.41
Nahid Rana,25,2114,1681.0,59,1327,28,22,352.3,4.77,28.49,62.77,35.83
Muslim Yar,47,948,1068.0,59,394,23,1,158.0,6.76,18.1,41.56,16.07
J Overton,45,1342,1424.0,58,723,44,3,223.7,6.37,24.55,53.87,23.14
