bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
IJ Harvey,21,915,687.0,30,527,12,2,152.5,4.5,22.9,57.6,30.5
D Klein,23,531,536.0,30,279,36,3,88.5,6.06,17.87,52.54,17.7
J Shaju,20,400,511.0,30,170,39,2,66.7,7.67,17.03,42.5,13.33
RG Sharma,91,1394,1313.0,30,590,15,0,232.3,5.65,43.77,42.32,46.47
Ibrahim Rizan,31,560,643.0,30,234,13,0,93.3,6.89,21.43,41.79,18.67
SF Tiai,22,482,579.0,30,180,5,2,80.3,7.21,19.3,37.34,16.07
MB Tambe,25,487,575.0,30,191,21,5,81.2,7.08,19.17,39.22,16.23
M Upadhayay,16,336,256.0,30,201,13,0,56.0,4.57,8.53,59.82,11.2
KC Brathwaite,64,2964,1698.0,30,1825,4,3,494.0,3.44,56.6,61.57,98.8
A Makri,25,485,492.0,29,262,87,20,80.8,6.09,16.97,54.02,16.72
JT Ball,24,1604,1406.0,29,928,35,3,267.3,5.26,48.48,57.86,55.31
Sasha Azmi,23,494,369.0,29,276,19,1,82.3,4.48,12.72,55.87,17.03
SM Ervine,21,961,824.0,29,521,14,7,160.2,5.14,28.41,54.21,33.14
CAH Stevenson,21,766,740.0,29,415,37,1,127.7,5.8,25.52,54.18,26.41
AA Rahayu,27,401,382.0,29,213,32,0,66.8,5.72,13.17,53.12,13.83
M Syrioti,24,518,481.0,29,280,72,10,86.3,5.57,16.59,54.05,17.86
F Chipare,32,693,730.0,29,349,65,5,115.5,6.32,25.17,50.36,23.9
Ashwin Vinod,22,439,536.0,29,219,33,0,73.2,7.33,18.48,49.89,15.14
B Ito-Davis,19,316,227.0,29,188,1,0,52.7,4.31,7.83,59.49,10.9
Shafina Mahesh,34,603,602.0,29,328,46,10,100.5,5.99,20.76,54.39,20.79
Fawad Ahmed,27,665,830.0,29,221,5,0,110.8,7.49,28.62,33.23,22.93
MJ Mason,24,1138,982.0,29,684,22,19,189.7,5.18,33.86,60.11,39.24
Hussain Talat,42,515,770.0,29,156,25,6,85.8,8.97,26.55,30.29,17.76
SC Kuggeleijn,24,811,894.0,29,421,25,2,135.2,6.61,30.83,51.91,27.97
JD Ryder,46,1105,984.0,29,621,15,6,184.2,5.34,33.93,56.2,38.1
R Dhawan,40,839,1093.0,29,286,34,3,139.8,7.82,37.69,34.09,28.93
P Malav,21,434,552.0,29,157,12,0,72.3,7.63,19.03,36.18,14.97
Shivam Sharma,21,564,563.0,29,270,9,0,94.0,5.99,19.41,47.87,19.45
Robiul Islam,13,2037,1122.0,29,1475,20,38,339.5,3.3,38.69,72.41,70.24
N Niranjana,20,788,542.0,29,524,19,0,131.3,4.13,18.69,66.5,27.17
A Wellington,20,996,669.0,29,603,14,0,166.0,4.03,23.07,60.54,34.34
KADA Kanchana,51,1042,1100.0,29,490,56,3,173.7,6.33,37.93,47.02,35.93
W Nalisa,22,463,559.0,29,181,29,2,77.2,7.24,19.28,39.09,15.97
A Kamboj,22,521,693.0,29,237,12,10,86.8,7.98,23.9,45.49,17.97
Waqas Ahmad,15,349,413.0,29,152,10,4,58.2,7.1,14.24,43.55,12.03
K Juma,17,376,358.0,29,204,14,3,62.7,5.71,12.34,54.26,12.97
Yasir Arafat,24,1217,1062.0,29,722,19,12,202.8,5.24,36.62,59.33,41.97
Sanjida Akter Meghla,25,539,455.0,29,274,7,0,89.8,5.06,15.69,50.83,18.59
GA Elwiss,30,1089,698.0,29,709,17,3,181.5,3.85,24.07,65.11,37.55
Adil Butt,19,397,521.0,29,194,28,1,66.2,7.87,17.97,48.87,13.69
IG Holland,19,748,552.0,29,434,14,0,124.7,4.43,19.03,58.02,25.79
HMD Rasangika,28,453,519.0,29,186,22,20,75.5,6.87,17.9,41.06,15.62
AB Kaur,36,916,1001.0,29,455,41,0,152.7,6.56,34.52,49.67,31.59
TAM Siriwardana,38,1146,994.0,29,591,10,0,191.0,5.2,34.28,51.57,39.52
L Moises,23,411,276.0,29,252,13,1,68.5,4.03,9.52,61.31,14.17
KP Pietersen,83,1903,1518.0,28,1051,20,0,317.2,4.79,54.21,55.23,67.96
Mohammad Kamran,19,429,346.0,28,260,21,2,71.5,4.84,12.36,60.61,15.32
M Labuschagne,56,1705,1293.0,28,963,10,12,284.2,4.55,46.18,56.48,60.89
J Rasu,23,448,553.0,28,203,19,3,74.7,7.41,19.75,45.31,16.0
H Lakov,26,542,740.0,28,248,48,3,90.3,8.19,26.43,45.76,19.36
Shahbaz Ahmed,51,782,1126.0,28,249,19,2,130.3,8.64,40.21,31.84,27.93
JP Greaves,25,1793,1288.0,28,1178,24,5,298.8,4.31,46.0,65.7,64.04
J Baguma,18,349,360.0,28,195,13,0,58.2,6.19,12.86,55.87,12.46
Nik Nur Atiela,25,367,318.0,28,179,26,1,61.2,5.2,11.36,48.77,13.11
Asif Afridi,22,643,605.0,28,342,4,1,107.2,5.65,21.61,53.19,22.96
E Kubwimana,23,398,610.0,28,160,28,0,66.3,9.2,21.79,40.2,14.21
FG Kemp,25,462,558.0,28,220,33,1,77.0,7.25,19.93,47.62,16.5
Yash Thakur,21,447,770.0,28,149,28,4,74.5,10.34,27.5,33.33,15.96
Mujeeb Ur Rahman,31,710,1001.0,28,252,26,0,118.3,8.46,35.75,35.49,25.36
DG Blampied,33,561,641.0,28,219,9,2,93.5,6.86,22.89,39.04,20.04
Kashif Daud,33,885,762.0,28,494,22,1,147.5,5.17,27.21,55.82,31.61
DEM Carter,30,689,573.0,28,390,26,2,114.8,4.99,20.46,56.6,24.61
R Oa,19,368,292.0,28,197,13,1,61.3,4.76,10.43,53.53,13.14
ZL Win,26,530,358.0,28,351,33,2,88.3,4.05,12.79,66.23,18.93
Hisham Sheikh,29,571,679.0,28,223,18,1,95.2,7.13,24.25,39.05,20.39
V Baskaran,31,575,706.0,28,237,14,0,95.8,7.37,25.21,41.22,20.54
N Madziva,21,640,751.0,28,293,40,5,106.7,7.04,26.82,45.78,22.86
D Sabir,20,349,344.0,28,152,2,0,58.2,5.91,12.29,43.55,12.46
Anjar Tadarus,37,507,622.0,28,210,21,0,84.5,7.36,22.21,41.42,18.11
CJ Metcalfe,26,731,630.0,28,409,17,4,121.8,5.17,22.5,55.95,26.11
T Tshose,30,496,601.0,28,219,13,1,82.7,7.27,21.46,44.15,17.71
PV Tambe,33,660,853.0,28,215,14,0,110.0,7.75,30.46,32.58,23.57
G Bakiweyem,32,569,627.0,28,279,38,11,94.8,6.61,22.39,49.03,20.32
H Osinde,21,751,633.0,28,500,58,2,125.2,5.06,22.61,66.58,26.82
HA Chohan,24,450,463.0,28,231,23,0,75.0,6.17,16.54,51.33,16.07
KM Jadhav,41,1145,993.0,28,521,28,0,190.8,5.2,35.46,45.5,40.89
JJ Huo,17,311,421.0,28,134,16,2,51.8,8.12,15.04,43.09,11.11
S Vashisht,23,440,476.0,28,234,35,1,73.3,6.49,17.0,53.18,15.71
SA Mohandas,26,522,665.0,28,250,32,0,87.0,7.64,23.75,47.89,18.64
G Ngegba,18,404,356.0,28,207,4,4,67.3,5.29,12.71,51.24,14.43
GB Brent,25,1145,940.0,28,706,39,0,190.8,4.93,33.57,61.66,40.89
Mohammad Ilyas,26,459,711.0,28,175,18,1,76.5,9.29,25.39,38.13,16.39
Aminata Kamara,32,595,523.0,28,348,29,3,99.2,5.27,18.68,58.49,21.25
L Phiri,36,698,641.0,28,340,36,0,116.3,5.51,22.89,48.71,24.93
M Zondeki,14,1026,753.0,27,687,23,19,171.0,4.4,27.89,66.96,38.0
Mohammed Nadeem,24,516,548.0,27,214,5,0,86.0,6.37,20.3,41.47,19.11
Suyash Sharma,36,750,1083.0,27,253,16,1,125.0,8.66,40.11,33.73,27.78
GM Muthui,23,415,482.0,27,221,20,1,69.2,6.97,17.85,53.25,15.37
DS Lehmann,27,983,658.0,27,574,5,0,163.8,4.02,24.37,58.39,36.41
RRS Cornwall,9,2500,1195.0,27,1832,0,0,416.7,2.87,44.26,73.28,92.59
L Sipamla,21,883,895.0,27,502,13,8,147.2,6.08,33.15,56.85,32.7
PT Collins,13,1541,970.0,27,1062,14,56,256.8,3.78,35.93,68.92,57.07
OP Stone,16,1052,863.0,27,659,12,2,175.3,4.92,31.96,62.64,38.96
TG Norris,18,504,371.0,27,321,26,0,84.0,4.42,13.74,63.69,18.67
PHT Kaushal,8,1726,1130.0,27,1057,0,31,287.7,3.93,41.85,61.24,63.93
PKD Chase,20,781,1008.0,27,380,39,11,130.2,7.74,37.33,48.66,28.93
TS Chisoro,24,1420,984.0,27,872,18,1,236.7,4.16,36.44,61.41,52.59
T Gwandu,25,701,826.0,27,337,17,9,116.8,7.07,30.59,48.07,25.96
S Bau,50,960,872.0,27,482,8,3,160.0,5.45,32.3,50.21,35.56
Shariz Ahmad,30,760,815.0,27,331,6,0,126.7,6.43,30.19,43.55,28.15
Aiman Anwer,40,898,961.0,27,413,27,2,149.7,6.42,35.59,45.99,33.26
Sajid Liaqat,16,311,488.0,27,131,14,2,51.8,9.41,18.07,42.12,11.52
Yasir Mohammad,19,508,548.0,27,229,4,1,84.7,6.47,20.3,45.08,18.81
CN Ackermann,35,933,812.0,27,490,10,1,155.5,5.22,30.07,52.52,34.56
R Coker,29,565,539.0,27,275,12,1,94.2,5.72,19.96,48.67,20.93
EB Ringera,24,451,527.0,27,208,13,2,75.2,7.01,19.52,46.12,16.7
M Madara,26,786,725.0,27,424,53,9,131.0,5.53,26.85,53.94,29.11
Kartik Tyagi,28,619,1003.0,27,226,34,11,103.2,9.72,37.15,36.51,22.93
Huzaifa Mohammed,23,521,528.0,27,252,9,0,86.8,6.08,19.56,48.37,19.3
VM Nyauchi,21,1855,1185.0,27,1303,29,6,309.2,3.83,43.89,70.24,68.7
CS Fraser,38,756,857.0,27,383,80,0,126.0,6.8,31.74,50.66,28.0
Hunain Shah,20,369,551.0,27,146,18,2,61.5,8.96,20.41,39.57,13.67
N Deonarine,32,1736,1104.0,27,1056,6,1,289.3,3.82,40.89,60.83,64.3
Festus Benn,20,375,405.0,27,167,2,0,62.5,6.48,15.0,44.53,13.89
A Wright,25,520,452.0,27,250,8,1,86.7,5.22,16.74,48.08,19.26
W Peatfield,16,336,307.0,27,180,17,0,56.0,5.48,11.37,53.57,12.44
K Mirpuri,29,584,783.0,27,238,12,3,97.3,8.04,29.0,40.75,21.63
Nithish Kumar Reddy,38,943,1036.0,26,454,21,5,157.2,6.59,39.85,48.14,36.27
AM Kamara,35,671,546.0,26,395,23,2,111.8,4.88,21.0,58.87,25.81
U Shantu,13,276,296.0,26,161,19,2,46.0,6.43,11.38,58.33,10.62
PF Gallagher,16,377,381.0,26,158,9,0,62.8,6.06,14.65,41.91,14.5
Kabir Ali,13,849,767.0,26,500,11,20,141.5,5.42,29.5,58.89,32.65
Asif Ali,37,477,516.0,26,194,7,0,79.5,6.49,19.85,40.67,18.35
Jaspreet Singh,24,405,479.0,26,169,14,1,67.5,7.1,18.42,41.73,15.58
Lucas Rossi,17,349,288.0,26,182,7,1,58.2,4.95,11.08,52.15,13.42
J Yadav,28,1311,971.0,26,799,7,12,218.5,4.44,37.35,60.95,50.42
Z Burgess,27,513,490.0,26,288,35,2,85.5,5.73,18.85,56.14,19.73
Khalid Zahid,25,519,614.0,26,238,37,4,86.5,7.1,23.62,45.86,19.96
V Ganesan,29,468,451.0,26,208,7,0,78.0,5.78,17.35,44.44,18.0
Haris Sohail,33,1236,877.0,26,679,7,0,206.0,4.26,33.73,54.94,47.54
V Mansale,23,430,409.0,26,238,58,10,71.7,5.71,15.73,55.35,16.54
DP Vaidya,22,505,435.0,26,256,20,0,84.2,5.17,16.73,50.69,19.42
Junaid Siddique (2),17,534,495.0,26,290,11,1,89.0,5.56,19.04,54.31,20.54
Usman Khalid,28,517,512.0,26,250,6,5,86.2,5.94,19.69,48.36,19.88
M Magagula,22,360,512.0,26,154,36,2,60.0,8.53,19.69,42.78,13.85
S Loubser,27,890,633.0,26,498,16,0,148.3,4.27,24.35,55.96,34.23
C Overton,15,1781,1051.0,26,1265,15,1,296.8,3.54,40.42,71.03,68.5
S Dunukedeniya,13,253,181.0,26,165,59,13,42.2,4.29,6.96,65.22,9.73
Sameen Gul,23,493,711.0,26,203,21,1,82.2,8.65,27.35,41.18,18.96
Arshad Khan,28,660,842.0,26,294,35,2,110.0,7.65,32.38,44.55,25.38
Akash Madhwal,17,359,590.0,26,112,17,7,59.8,9.86,22.69,31.2,13.81
Muhammad Musa,25,673,919.0,26,293,14,9,112.2,8.19,35.35,43.54,25.88
Muhammad Asim,28,479,569.0,26,191,6,1,79.8,7.13,21.88,39.87,18.42
N Dutta,29,690,677.0,26,292,19,5,115.0,5.89,26.04,42.32,26.54
Zaker Taqawi,13,268,295.0,26,119,7,1,44.7,6.6,11.35,44.4,10.31
KIC Asalanka,52,979,909.0,26,459,10,0,163.2,5.57,34.96,46.88,37.65
D Koralalage,15,325,209.0,26,230,74,11,54.2,3.86,8.04,70.77,12.5
Muhammad Jabir,25,483,688.0,26,183,38,14,80.5,8.55,26.46,37.89,18.58
Basil Thampi,25,522,846.0,26,163,17,1,87.0,9.72,32.54,31.23,20.08
Umm-e-Hani,23,940,763.0,26,468,17,0,156.7,4.87,29.35,49.79,36.15
Milad Momend,13,275,394.0,26,112,21,0,45.8,8.6,15.15,40.73,10.58
Raza Iqbal,23,450,423.0,26,196,1,0,75.0,5.64,16.27,43.56,17.31
DNT Zoysa,20,840,681.0,26,526,24,18,140.0,4.86,26.19,62.62,32.31
Vinu Kumar,30,471,426.0,26,252,40,3,78.5,5.43,16.38,53.5,18.12
Rameen Shamim,28,1006,830.0,26,515,11,0,167.7,4.95,31.92,51.19,38.69
B Fernando,26,631,790.0,26,258,25,4,105.2,7.51,30.38,40.89,24.27
Mohammad Ghazanfar,25,482,542.0,26,190,9,2,80.3,6.75,20.85,39.42,18.54
R Kalimuthu,15,317,431.0,25,141,16,4,52.8,8.16,17.24,44.48,12.68
KS Leverock,22,414,456.0,25,202,22,2,69.0,6.61,18.24,48.79,16.56
A Nanda,25,492,651.0,25,225,38,0,82.0,7.94,26.04,45.73,19.68
LV Boas,24,321,263.0,25,200,38,2,53.5,4.92,10.52,62.31,12.84
R Musamali,32,488,462.0,25,243,33,0,81.3,5.68,18.48,49.8,19.52
AC Botha,18,692,503.0,25,386,4,2,115.3,4.36,20.12,55.78,27.68
Naveed Ahmed,26,493,598.0,25,199,22,1,82.2,7.28,23.92,40.37,19.72
Tanwir Afzal,28,819,750.0,25,487,9,3,136.5,5.49,30.0,59.46,32.76
R Hashu,13,213,265.0,25,98,9,2,35.5,7.46,10.6,46.01,8.52
Raaz Mohammad,21,386,446.0,25,153,13,0,64.3,6.93,17.84,39.64,15.44
J Gunasekar,21,386,329.0,25,180,2,2,64.3,5.11,13.16,46.63,15.44
A Dercksen,45,850,931.0,25,436,72,5,141.7,6.57,37.24,51.29,34.0
Bilawal Bhatti,28,1153,1163.0,25,620,23,11,192.2,6.05,46.52,53.77,46.12
Utkarsh Jain,22,457,434.0,25,224,5,0,76.2,5.7,17.36,49.02,18.28
Ada Bhasin,28,488,367.0,25,311,40,1,81.3,4.51,14.68,63.73,19.52
Sonam,25,480,467.0,25,271,73,9,80.0,5.84,18.68,56.46,19.2
Gaurav Tiwari,22,456,489.0,25,227,12,1,76.0,6.43,19.56,49.78,18.24
Muhammad Moiz,16,290,401.0,25,131,22,0,48.3,8.3,16.04,45.17,11.6
B Arora,35,600,773.0,25,236,34,4,100.0,7.73,30.92,39.33,24.0
K Sinclair,17,1053,816.0,25,550,8,12,175.5,4.65,32.64,52.23,42.12
CD de Lange,12,402,336.0,25,201,4,0,67.0,5.01,13.44,50.0,16.08
RK Paudel,31,598,514.0,25,298,9,0,99.7,5.16,20.56,49.83,23.92
MG Neser,10,1025,717.0,25,700,4,3,170.8,4.2,28.68,68.29,41.0
Atif Mehmood,23,452,394.0,25,257,18,3,75.3,5.23,15.76,56.86,18.08
E Kamara,25,453,402.0,25,252,40,3,75.5,5.32,16.08,55.63,18.12
RJ Trott,18,466,459.0,25,196,4,0,77.7,5.91,18.36,42.06,18.64
MK Villiers,19,344,361.0,25,150,5,0,57.3,6.3,14.44,43.6,13.76
J Nyirankundineza,22,407,348.0,25,233,15,1,67.8,5.13,13.92,57.25,16.28
IMHC Joyce,38,910,798.0,25,480,42,7,151.7,5.26,31.92,52.75,36.4
CJPF Kalugamage,21,408,468.0,25,161,10,1,68.0,6.88,18.72,39.46,16.32
JL Hunter,26,629,509.0,25,374,18,2,104.8,4.86,20.36,59.46,25.16
GC Smith,55,1749,1397.0,25,933,34,7,291.5,4.79,55.88,53.34,69.96
Amar Sharma,31,608,852.0,25,228,50,5,101.3,8.41,34.08,37.5,24.32
Hassan Khan,40,670,874.0,25,222,11,2,111.7,7.83,34.96,33.13,26.8
NMP Suwandewi,25,503,307.0,25,337,27,6,83.8,3.66,12.28,67.0,20.12
MK Thakur,21,444,438.0,25,217,23,9,74.0,5.92,17.52,48.87,17.76
S Solman,27,487,452.0,25,273,36,1,81.2,5.57,18.08,56.06,19.48
Mehran Khan,31,502,608.0,25,216,21,4,83.7,7.27,24.32,43.03,20.08
ASF Sirah,20,378,440.0,25,158,26,0,63.0,6.98,17.6,41.8,15.12
TJ Vlaeminck,26,704,601.0,25,445,55,8,117.3,5.12,24.04,63.21,28.16
MJG Rippon,19,490,485.0,25,227,6,0,81.7,5.94,19.4,46.33,19.6
L Piety,16,256,190.0,25,147,14,2,42.7,4.45,7.6,57.42,10.24
LC Sthalekar,22,1664,723.0,25,1262,8,0,277.3,2.61,28.92,75.84,66.56
J Lewis,14,926,585.0,25,651,10,12,154.3,3.79,23.4,70.3,37.04
Ahmadullah Shinwari,27,483,561.0,25,243,33,2,80.5,6.97,22.44,50.31,19.32
VRV Singh,25,1148,1074.0,25,673,9,48,191.3,5.61,42.96,58.62,45.92
Ali Raza,14,308,471.0,25,118,11,7,51.3,9.18,18.84,38.31,12.32
MA Nyabela,20,419,434.0,24,227,63,8,69.8,6.21,18.08,54.18,17.46
M Valner,16,337,239.0,24,204,49,14,56.2,4.26,9.96,60.53,14.04
Elias Sunny,12,1145,768.0,24,715,3,0,190.8,4.02,32.0,62.45,47.71
C Bull,24,478,414.0,24,271,23,3,79.7,5.2,17.25,56.69,19.92
A Dalzell,28,672,669.0,24,372,56,4,112.0,5.97,27.88,55.36,28.0
KD Shah,32,549,623.0,24,230,1,1,91.5,6.81,25.96,41.89,22.88
S Dhaniram,13,585,434.0,24,324,3,0,97.5,4.45,18.08,55.38,24.38
WK McCallan,20,722,556.0,24,378,10,0,120.3,4.62,23.17,52.35,30.08
Iqbal Hussain,8,185,200.0,24,83,4,0,30.8,6.49,8.33,44.86,7.71
B Khumalo,27,461,566.0,24,205,24,13,76.8,7.37,23.58,44.47,19.21
LE Kaushalya,45,806,721.0,24,447,29,0,134.3,5.37,30.04,55.46,33.58
J Ramanandi,20,514,537.0,24,188,12,0,85.7,6.27,22.38,36.58,21.42
SAN Maypriani,24,429,258.0,24,283,23,0,71.5,3.61,10.75,65.97,17.88
I Chathurani,13,297,162.0,24,196,35,6,49.5,3.27,6.75,65.99,12.38
LL Htun,24,394,311.0,24,212,30,4,65.7,4.74,12.96,53.81,16.42
Shoaib Rafiq,18,344,262.0,24,217,17,1,57.3,4.57,10.92,63.08,14.33
Fanyan Mughal,24,463,581.0,24,213,36,3,77.2,7.53,24.21,46.0,19.29
OE Taylor,11,241,259.0,24,111,5,1,40.2,6.45,10.79,46.06,10.04
AS Rajpoot,29,539,814.0,24,213,28,10,89.8,9.06,33.92,39.52,22.46
Waseem Yaqoob,13,241,318.0,24,100,5,1,40.2,7.92,13.25,41.49,10.04
LS Barkania,18,348,283.0,24,194,11,0,58.0,4.88,11.79,55.75,14.5
P Mapotsane,21,298,294.0,24,172,44,5,49.7,5.92,12.25,57.72,12.42
P Maziya,15,325,260.0,24,189,22,1,54.2,4.8,10.83,58.15,13.54
B Regmi,17,373,372.0,24,157,7,0,62.2,5.98,15.5,42.09,15.54
D Birrell,15,360,379.0,24,199,23,5,60.0,6.32,15.79,55.28,15.0
HL Ferling,26,909,635.0,24,609,63,2,151.5,4.19,26.46,67.0,37.88
Mohammad Irfan (4),20,387,589.0,24,143,6,9,64.5,9.13,24.54,36.95,16.12
LH Rodrigues,17,373,327.0,24,215,33,1,62.2,5.26,13.62,57.64,15.54
TD Astle,18,1015,730.0,24,621,4,0,169.2,4.32,30.42,61.18,42.29
HV Mandhyan,17,394,468.0,24,180,17,0,65.7,7.13,19.5,45.69,16.42
J Nyumbu,21,1495,1142.0,24,867,18,0,249.2,4.58,47.58,57.99,62.29
Meghna Singh,27,960,809.0,24,594,33,1,160.0,5.06,33.71,61.88,40.0
P Kumbhare,18,367,281.0,24,226,7,0,61.2,4.59,11.71,61.58,15.29
DK Shetty,25,394,445.0,24,206,33,1,65.7,6.78,18.54,52.28,16.42
Saud Munir,15,310,325.0,24,124,7,0,51.7,6.29,13.54,40.0,12.92
Q Joseph,27,706,612.0,24,349,16,0,117.7,5.2,25.5,49.43,29.42
H Carlyon,29,552,498.0,24,285,9,0,92.0,5.41,20.75,51.63,23.0
Prince Yadav,16,360,528.0,24,134,20,0,60.0,8.8,22.0,37.22,15.0
Ihsanullah,17,386,497.0,24,164,24,8,64.3,7.73,20.71,42.49,16.08
MJ Swepson,15,1202,823.0,24,730,11,2,200.3,4.11,34.29,60.73,50.08
Jaskaran Singh,22,488,622.0,23,235,48,19,81.3,7.65,27.04,48.16,21.22
K Gore,21,571,416.0,23,348,8,1,95.2,4.37,18.09,60.95,24.83
Najjam Shahzad,23,388,452.0,23,178,39,8,64.7,6.99,19.65,45.88,16.87
TW Hartley,6,1568,843.0,23,1113,0,4,261.3,3.23,36.65,70.98,68.17
G Stewart,19,433,499.0,23,189,17,3,72.2,6.91,21.7,43.65,18.83
NJ Astle,35,1031,649.0,23,670,3,0,171.8,3.78,28.22,64.99,44.83
MS Beresford,23,378,385.0,23,205,63,10,63.0,6.11,16.74,54.23,16.43
B Masaba,23,362,331.0,23,159,6,0,60.3,5.49,14.39,43.92,15.74
AC Mushangwe,12,265,137.0,23,178,1,0,44.2,3.1,5.96,67.17,11.52
CS Nascimento,20,348,280.0,23,186,15,2,58.0,4.83,12.17,53.45,15.13
R Ntozakhe,30,1041,792.0,23,597,27,3,173.5,4.56,34.43,57.35,45.26
M Dale-Bradley,18,378,418.0,23,157,15,0,63.0,6.63,18.17,41.53,16.43
K Senamontree,23,362,410.0,23,185,9,1,60.3,6.8,17.83,51.1,15.74
K Ota,24,336,337.0,23,166,37,3,56.0,6.02,14.65,49.4,14.61
S Pradhan,25,432,492.0,23,188,13,1,72.0,6.83,21.39,43.52,18.78
C Forshaw,13,241,329.0,23,95,3,1,40.2,8.19,14.3,39.42,10.48
K Gowtham,36,636,857.0,23,241,13,0,106.0,8.08,37.26,37.89,27.65
DA Blignaut,21,275,341.0,23,112,22,1,45.8,7.44,14.83,40.73,11.96
C Raack,24,500,417.0,23,254,14,8,83.3,5.0,18.13,50.8,21.74
LA McBride,20,428,412.0,23,177,13,0,71.3,5.78,17.91,41.36,18.61
HER Tyler,18,349,516.0,23,131,23,4,58.2,8.87,22.43,37.54,15.17
S Bhari,18,549,428.0,23,313,5,1,91.5,4.68,18.61,57.01,23.87
HF Gurney,21,681,738.0,23,326,29,4,113.5,6.5,32.09,47.87,29.61
Abbas Ghani,17,247,375.0,23,99,31,1,41.2,9.11,16.3,40.08,10.74
AB McDonald,14,921,561.0,23,654,2,3,153.5,3.65,24.39,71.01,40.04
A Neill,13,529,462.0,23,312,21,2,88.2,5.24,20.09,58.98,23.0
CT Mumba,19,999,870.0,23,631,16,2,166.5,5.23,37.83,63.16,43.43
Akif Raja,24,567,593.0,23,300,21,3,94.5,6.28,25.78,52.91,24.65
T Murphy,7,1160,619.0,23,836,0,3,193.3,3.2,26.91,72.07,50.43
EC Bargna,20,407,369.0,23,249,41,5,67.8,5.44,16.04,61.18,17.7
K Fletcher,19,385,436.0,23,194,24,1,64.2,6.79,18.96,50.39,16.74
Pyae Phyo Wai,25,400,455.0,23,189,20,3,66.7,6.82,19.78,47.25,17.39
RJ Gleeson,18,387,523.0,23,153,17,3,64.5,8.11,22.74,39.53,16.83
GP Tom,31,598,477.0,23,356,26,10,99.7,4.79,20.74,59.53,26.0
H Lin Aung,20,330,389.0,23,153,16,0,55.0,7.07,16.91,46.36,14.35
C Sakariya,22,521,706.0,23,194,32,7,86.8,8.13,30.7,37.24,22.65
S Godara,17,335,364.0,23,196,20,2,55.8,6.52,15.83,58.51,14.57
E Anyipo,32,536,465.0,23,334,41,0,89.3,5.21,20.22,62.31,23.3
SSB Magala,15,510,658.0,23,211,22,12,85.0,7.74,28.61,41.37,22.17
P Agboya,18,340,215.0,23,224,13,0,56.7,3.79,9.35,65.88,14.78
C Viljoen,14,255,250.0,23,116,12,2,42.5,5.88,10.87,45.49,11.09
S Gooch,15,295,363.0,23,134,14,1,49.2,7.38,15.78,45.42,12.83
Ahmed Daniyal,19,411,594.0,23,159,23,1,68.5,8.67,25.83,38.69,17.87
VC Drakes,14,1076,708.0,23,707,3,21,179.3,3.95,30.78,65.71,46.78
V Shankar,37,604,745.0,23,235,30,7,100.7,7.4,32.39,38.91,26.26
SK Awiah,15,273,293.0,23,110,6,2,45.5,6.44,12.74,40.29,11.87
M Vumiliya,19,343,266.0,23,200,29,1,57.2,4.65,11.57,58.31,14.91
L Chipanga,21,423,255.0,23,287,42,3,70.5,3.62,11.09,67.85,18.39
A Capsey,34,672,605.0,23,320,23,2,112.0,5.4,26.3,47.62,29.22
Noman Amjad,29,558,683.0,23,263,36,4,93.0,7.34,29.7,47.13,24.26
Nonoha Yasumoto,22,405,286.0,22,259,31,3,67.5,4.24,13.0,63.95,18.41
Zeerak Chughtai,17,270,388.0,22,91,18,3,45.0,8.62,17.64,33.7,12.27
Zaheer Zahiri,16,336,398.0,22,160,27,1,56.0,7.11,18.09,47.62,15.27
K Thuchila,19,393,358.0,22,222,11,0,65.5,5.47,16.27,56.49,17.86
M Vervitsioti,24,395,435.0,22,197,65,11,65.8,6.61,19.77,49.87,17.95
Fariha Trisna,28,612,665.0,22,315,21,0,102.0,6.52,30.23,51.47,27.82
TI Gajanayake,25,467,501.0,22,216,29,2,77.8,6.44,22.77,46.25,21.23
N Gwanzura,20,361,366.0,22,184,15,1,60.2,6.08,16.64,50.97,16.41
Gayan Munaweera,18,343,467.0,22,135,13,7,57.2,8.17,21.23,39.36,15.59
B Biza,30,639,605.0,22,296,18,1,106.5,5.68,27.5,46.32,29.05
HAM Shah,13,227,241.0,22,102,6,0,37.8,6.37,10.95,44.93,10.32
S Wickramasekara,19,329,392.0,22,135,13,0,54.8,7.15,17.82,41.03,14.95
Shafali Verma,31,426,399.0,22,186,14,0,71.0,5.62,18.14,43.66,19.36
Muhammad Rohid,17,457,530.0,22,218,13,1,76.2,6.96,24.09,47.7,20.77
A Shahzad,14,698,619.0,22,406,31,1,116.3,5.32,28.14,58.17,31.73
Shah Abrar Hussain,23,440,553.0,22,160,13,1,73.3,7.54,25.14,36.36,20.0
A Hlubi,23,837,852.0,22,478,25,9,139.5,6.11,38.73,57.11,38.05
S Venkataraman,11,233,159.0,22,147,12,0,38.8,4.09,7.23,63.09,10.59
JJ Davidson,14,529,571.0,22,244,15,1,88.2,6.48,25.95,46.12,24.05
T Perera,19,320,449.0,22,135,20,8,53.3,8.42,20.41,42.19,14.55
GA Lamb,21,907,688.0,22,513,19,0,151.2,4.55,31.27,56.56,41.23
Amad Butt,22,418,680.0,22,130,15,2,69.7,9.76,30.91,31.1,19.0
