bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
T Henderson,India,T20I,1,24,31,0,12,7.75,31.0,50.0
T Henderson,Kolkata Knight Riders,IPL,1,12,11,0,6,5.5,11.0,50.0
T Henderson,Royal Challengers Bangalore,IPL,1,24,30,1,9,7.5,30.0,37.5
T Hewa,Bermuda,T20I,1,6,13,0,3,13.0,13.0,50.0
T Hewa,Panama,T20I,1,12,11,0,10,5.5,11.0,83.33
T Hinds,England,T20I,2,26,58,1,8,13.38,58.0,30.77
T Iosefo,Cook Islands,T20I,1,24,19,2,13,4.75,9.5,54.17
T Iosefo,Fiji,T20I,1,12,8,0,10,4.0,8.0,83.33
T Iosefo,Japan,T20I,1,24,28,2,10,7.0,14.0,41.67
T Iosefo,Papua New Guinea,T20I,4,66,64,5,31,5.82,12.8,46.97
T Iosefo,Philippines,T20I,1,24,5,3,20,1.25,1.67,83.33
T Iosefo,Vanuatu,T20I,5,91,84,8,46,5.54,10.5,50.55
T Jamtsho,Bahrain,T20I,1,6,11,0,4,11.0,11.0,66.67
T Jamtsho,Indonesia,T20I,2,14,20,0,7,8.57,20.0,50.0
T Jamtsho,Japan,T20I,1,12,22,1,3,11.0,22.0,25.0
T Jamtsho,Malaysia,T20I,2,30,58,1,11,11.6,58.0,36.67
T Jamtsho,Maldives,T20I,6,95,137,4,42,8.65,34.25,44.21
T Jamtsho,Myanmar,T20I,1,6,8,0,3,8.0,8.0,50.0
T Jamtsho,Nepal,T20I,1,18,30,0,8,10.0,30.0,44.44
T Jamtsho,Saudi Arabia,T20I,2,19,24,1,11,7.58,24.0,57.89
T Jamtsho,Thailand,T20I,4,30,20,6,20,4.0,3.33,66.67
T Kahamker,Hungary,T20I,1,12,10,3,8,5.0,3.33,66.67
T Kahamker,Luxembourg,T20I,1,24,30,2,8,7.5,15.0,33.33
T Kahamker,Malta,T20I,1,24,30,2,11,7.5,15.0,45.83
T Kalosin,Japan,T20I,1,12,16,0,2,8.0,16.0,16.67
T Kamungozi,Bangladesh,ODI,6,313,217,7,162,4.16,31.0,51.76
T Kamungozi,Bangladesh,Test,1,156,62,1,123,2.38,62.0,78.85
T Kamungozi,Ireland,T20I,1,12,17,0,2,8.5,17.0,16.67
T Kamungozi,South Africa,ODI,3,126,137,3,55,6.52,45.67,43.65
T Kamungozi,Sri Lanka,ODI,1,60,55,2,23,5.5,27.5,38.33
T Kamungozi,United Arab Emirates,ODI,1,60,54,0,33,5.4,54.0,55.0
T Kamungozi,West Indies,ODI,1,18,37,0,7,12.33,37.0,38.89
T Katunga,Namibia,T20I,1,6,11,0,3,11.0,11.0,50.0
T Kazanci,Germany,T20I,4,45,69,0,8,9.2,69.0,17.78
T Khabo,Malawi,T20I,1,12,15,0,9,7.5,15.0,75.0
T Khabo,Mozambique,T20I,1,18,31,0,11,10.33,31.0,61.11
T Khabo,Namibia,T20I,1,24,44,0,9,11.0,44.0,37.5
T Khabo,Sierra Leone,T20I,1,18,23,1,11,7.67,23.0,61.11
T Kobeli,Botswana,T20I,1,18,26,0,7,8.67,26.0,38.89
T Kobeli,Kenya,T20I,1,24,38,1,7,9.5,38.0,29.17
T Kobeli,Malawi,T20I,1,19,29,1,4,9.16,29.0,21.05
T Kobeli,Namibia,T20I,1,6,13,0,2,13.0,13.0,33.33
T Kobeli,Sierra Leone,T20I,1,6,6,0,2,6.0,6.0,33.33
T Kolcunova,Croatia,T20I,2,46,70,0,18,9.13,70.0,39.13
T Kolcunova,Cyprus,T20I,5,102,123,1,50,7.24,123.0,49.02
T Kolcunova,Estonia,T20I,3,67,52,4,39,4.66,13.0,58.21
T Kolcunova,Gibraltar,T20I,2,48,39,0,25,4.88,39.0,52.08
T Koloi,Botswana,T20I,1,19,35,1,8,11.05,35.0,42.11
T Koloi,Mozambique,T20I,1,18,20,0,9,6.67,20.0,50.0
T Koloi,Sierra Leone,T20I,1,25,36,1,8,8.64,36.0,32.0
T Lafai,Fiji,T20I,1,24,21,0,12,5.25,21.0,50.0
T Lafai,Indonesia,T20I,1,12,25,0,4,12.5,25.0,33.33
T Lafai,Japan,T20I,1,25,38,0,11,9.12,38.0,44.0
T Lafai,Papua New Guinea,T20I,2,36,35,0,17,5.83,35.0,47.22
T Lafai,Vanuatu,T20I,2,43,44,1,24,6.14,44.0,55.81
T Legaabile,Eswatini,T20I,1,18,7,1,16,2.33,7.0,88.89
T Legaabile,Lesotho,T20I,1,18,4,2,16,1.33,2.0,88.89
T Legaabile,Mozambique,T20I,2,36,21,4,26,3.5,5.25,72.22
T Legaabile,Namibia,T20I,5,78,97,3,28,7.46,32.33,35.9
T Legaabile,Nigeria,T20I,1,15,13,0,8,5.2,13.0,53.33
T Legaabile,Rwanda,T20I,1,18,21,0,8,7.0,21.0,44.44
T Legaabile,Sierra Leone,T20I,1,24,18,1,16,4.5,18.0,66.67
T Legaabile,Tanzania,T20I,1,24,28,1,14,7.0,28.0,58.33
T Lhaden,Bahrain,T20I,1,18,14,0,12,4.67,14.0,66.67
T Lhaden,Hong Kong,T20I,1,6,2,0,4,2.0,2.0,66.67
T Lhaden,Nepal,T20I,1,24,27,2,7,6.75,13.5,29.17
T Luka,Lesotho,T20I,1,24,16,4,18,4.0,4.0,75.0
T Luka,Sierra Leone,T20I,1,18,22,1,8,7.33,22.0,44.44
T Lungameni,Botswana,T20I,4,60,62,3,32,6.2,20.67,53.33
T Lungameni,Canada,ODI,3,132,113,6,77,5.14,18.83,58.33
T Lungameni,Canada,T20I,3,54,74,2,21,8.22,37.0,38.89
T Lungameni,Ghana,T20I,1,18,12,1,12,4.0,12.0,66.67
T Lungameni,Kenya,T20I,1,18,19,2,7,6.33,9.5,38.89
T Lungameni,Nepal,ODI,5,240,182,7,142,4.55,26.0,59.17
T Lungameni,Nepal,T20I,1,18,37,0,5,12.33,37.0,27.78
T Lungameni,Netherlands,ODI,2,60,34,0,44,3.4,34.0,73.33
T Lungameni,Nigeria,T20I,1,24,20,1,13,5.0,20.0,54.17
T Lungameni,Oman,ODI,3,156,87,3,102,3.35,29.0,65.38
T Lungameni,Oman,T20I,6,126,130,6,62,6.19,21.67,49.21
T Lungameni,Papua New Guinea,ODI,4,163,103,10,108,3.79,10.3,66.26
T Lungameni,Scotland,ODI,6,306,265,8,186,5.2,33.12,60.78
T Lungameni,Scotland,T20I,1,18,39,1,4,13.0,39.0,22.22
T Lungameni,Tanzania,T20I,1,12,8,0,6,4.0,8.0,50.0
T Lungameni,Uganda,T20I,8,168,187,11,68,6.68,17.0,40.48
T Lungameni,United Arab Emirates,ODI,6,283,193,12,190,4.09,16.08,67.14
T Lungameni,United Arab Emirates,T20I,2,42,74,0,12,10.57,74.0,28.57
T Lungameni,United States of America,ODI,5,233,241,5,120,6.21,48.2,51.5
T Lungameni,United States of America,T20I,2,36,72,0,4,12.0,72.0,11.11
T Lungameni,Zimbabwe,T20I,9,135,204,4,48,9.07,51.0,35.56
T Makaya,Bahrain,T20I,2,30,36,1,12,7.2,36.0,40.0
T Makaya,Botswana,T20I,1,24,18,1,11,4.5,18.0,45.83
T Makusha,Ireland,ODI,1,54,48,2,27,5.33,24.0,50.0
T Makusha,Ireland,T20I,3,60,75,2,30,7.5,37.5,50.0
T Makusha,New Zealand,ODI,2,78,107,1,35,8.23,107.0,44.87
T Makusha,New Zealand,T20I,3,36,58,0,12,9.67,58.0,33.33
T Makusha,United Arab Emirates,ODI,4,174,86,4,130,2.97,21.5,74.71
T Makusha,United States of America,ODI,3,92,86,1,52,5.61,86.0,56.52
T Malinga,Botswana,T20I,1,24,24,0,11,6.0,24.0,45.83
T Malinga,Cameroon,T20I,1,24,24,0,14,6.0,24.0,58.33
T Malinga,Lesotho,T20I,1,18,14,0,12,4.67,14.0,66.67
T Malinga,Mozambique,T20I,4,86,74,5,54,5.16,14.8,62.79
T Malinga,Rwanda,T20I,1,12,16,0,3,8.0,16.0,25.0
T Malinga,Sierra Leone,T20I,3,59,81,1,26,8.24,81.0,44.07
T Malinga,Tanzania,T20I,1,13,26,0,1,12.0,26.0,7.69
T Martin,Gibraltar,T20I,2,32,50,2,10,9.38,25.0,31.25
T Maruma,Bangladesh,ODI,2,18,26,0,6,8.67,26.0,33.33
T Maruma,Ireland,ODI,1,59,50,2,34,5.08,25.0,57.63
T Maruma,South Africa,ODI,2,77,74,1,35,5.77,74.0,45.45
T Maruma,West Indies,ODI,3,59,54,3,29,5.49,18.0,49.15
T Marumani,United Arab Emirates,T20I,1,6,8,0,3,8.0,8.0,50.0
T Mayes,West Indies,ODI,2,78,78,1,51,6.0,78.0,65.38
T Mishra,Netherlands,T20I,1,6,8,1,3,8.0,8.0,50.0
T Motlhabaphuti,Nigeria,T20I,1,6,8,0,3,8.0,8.0,50.0
T Motlhabaphuti,Tanzania,T20I,1,13,14,1,5,6.46,14.0,38.46
T Mpandakwaya,Lesotho,T20I,1,6,3,0,3,3.0,3.0,50.0
T Mpandakwaya,Nigeria,T20I,1,21,32,1,7,9.14,32.0,33.33
T Mpatane,Lesotho,T20I,1,12,4,1,8,2.0,4.0,66.67
T Mpatane,Nigeria,T20I,1,24,46,2,5,11.5,23.0,20.83
T Mpatane,Uganda,T20I,2,18,28,0,8,9.33,28.0,44.44
T Mufudza,Sri Lanka,ODI,2,102,75,1,52,4.41,75.0,50.98
T Mulepati,Denmark,T20I,1,6,2,1,5,2.0,2.0,83.33
T Mulepati,Estonia,T20I,2,42,27,6,24,3.86,4.5,57.14
T Mulepati,Germany,T20I,1,6,5,0,1,5.0,5.0,16.67
T Mulepati,Norway,T20I,1,18,4,3,16,1.33,1.33,88.89
T Mulepati,Sweden,T20I,1,12,16,0,5,8.0,16.0,41.67
T Mulepati,Switzerland,T20I,2,30,21,0,19,4.2,21.0,63.33
T Munyonga,India,ODI,1,6,10,0,2,10.0,10.0,33.33
T Munyonga,Namibia,T20I,2,42,41,2,16,5.86,20.5,38.1
T Munyonga,Nepal,T20I,1,6,3,0,3,3.0,3.0,50.0
T Munyonga,Nigeria,T20I,1,12,7,0,7,3.5,7.0,58.33
T Munyonga,Tanzania,T20I,1,18,13,1,10,4.33,13.0,55.56
T Mupariwa,Australia,ODI,3,159,161,4,74,6.08,40.25,46.54
T Mupariwa,Australia,T20I,1,18,23,0,8,7.67,23.0,44.44
T Mupariwa,Bangladesh,ODI,3,128,128,3,62,6.0,42.67,48.44
T Mupariwa,England,T20I,1,12,22,1,4,11.0,22.0,33.33
T Mupariwa,India,ODI,2,96,107,1,43,6.69,107.0,44.79
T Mupariwa,Ireland,ODI,1,60,56,1,28,5.6,56.0,46.67
T Mupariwa,Pakistan,ODI,4,210,187,8,112,5.34,23.38,53.33
T Mupariwa,South Africa,ODI,4,199,202,4,113,6.09,50.5,56.78
T Mupariwa,Sri Lanka,ODI,6,254,184,9,159,4.35,20.44,62.6
T Mupariwa,West Indies,ODI,5,267,200,9,162,4.49,22.22,60.67
T Murphy,England,Test,2,231,181,7,143,4.7,25.86,61.9
T Murphy,India,Test,4,826,366,15,628,2.66,24.4,76.03
T Murphy,Sri Lanka,Test,1,103,85,1,65,4.95,85.0,63.11
T Musekiwa,Kenya,T20I,1,18,23,1,6,7.67,23.0,33.33
T Musekiwa,Namibia,T20I,2,43,49,3,16,6.84,16.33,37.21
T Musekiwa,Nigeria,T20I,1,24,23,2,12,5.75,11.5,50.0
T Musekiwa,Tanzania,T20I,1,24,10,2,15,2.5,5.0,62.5
T Muzarabani,Bangladesh,ODI,3,138,121,6,79,5.26,20.17,57.25
T Muzarabani,Bangladesh,T20I,2,42,77,1,17,11.0,77.0,40.48
T Muzarabani,India,ODI,2,54,31,0,38,3.44,31.0,70.37
T Muzarabani,India,T20I,4,72,107,3,24,8.92,35.67,33.33
T Muzarabani,Ireland,ODI,1,60,43,2,42,4.3,21.5,70.0
T Muzarabani,New Zealand,T20I,1,18,34,1,5,11.33,34.0,27.78
T Natarajan,Australia,ODI,1,61,71,2,30,6.98,35.5,49.18
T Natarajan,Australia,T20I,3,72,83,7,23,6.92,11.86,31.94
T Natarajan,Australia,Test,1,238,125,3,185,3.15,41.67,77.73
T Natarajan,Chennai Super Kings,IPL,8,183,335,12,47,10.98,27.92,25.68
T Natarajan,Delhi Capitals,IPL,6,138,163,10,46,7.09,16.3,33.33
T Natarajan,Delhi Daredevils,IPL,1,12,7,0,9,3.5,7.0,75.0
T Natarajan,England,ODI,1,60,73,2,29,7.3,36.5,48.33
T Natarajan,England,T20I,1,24,40,2,7,10.0,20.0,29.17
T Natarajan,Gujarat Lions,IPL,2,34,55,1,8,9.71,55.0,23.53
T Natarajan,Gujarat Titans,IPL,5,114,194,4,24,10.21,48.5,21.05
T Natarajan,Kings XI Punjab,IPL,2,47,49,3,21,6.26,16.33,44.68
T Natarajan,Kolkata Knight Riders,IPL,10,217,355,16,77,9.82,22.19,35.48
T Natarajan,Lucknow Super Giants,IPL,5,114,161,6,33,8.47,26.83,28.95
T Natarajan,Mumbai Indians,IPL,6,134,233,4,37,10.43,58.25,27.61
T Natarajan,Punjab Kings,IPL,6,126,202,5,43,9.62,40.4,34.13
T Natarajan,Rajasthan Royals,IPL,8,180,290,9,63,9.67,32.22,35.0
T Natarajan,Rising Pune Supergiant,IPL,1,18,26,1,4,8.67,26.0,22.22
T Natarajan,Royal Challengers Bangalore,IPL,8,150,185,9,58,7.4,20.56,38.67
T Natarajan,Royal Challengers Bengaluru,IPL,4,63,116,3,19,11.05,38.67,30.16
T Natarajan,Sunrisers Hyderabad,IPL,1,24,40,0,3,10.0,40.0,12.5
T Nightingale,Denmark,T20I,1,12,9,0,5,4.5,9.0,41.67
T Nightingale,Germany,T20I,3,60,79,4,21,7.9,19.75,35.0
T Nightingale,Isle of Man,T20I,1,12,8,0,5,4.0,8.0,41.67
T Nightingale,Malta,T20I,1,6,3,0,3,3.0,3.0,50.0
T Nightingale,Norway,T20I,2,30,29,0,11,5.8,29.0,36.67
T Nightingale,Papua New Guinea,T20I,1,12,18,0,4,9.0,18.0,33.33
T Nightingale,Spain,T20I,2,12,25,0,2,12.5,25.0,16.67
T Nightingale,Switzerland,T20I,2,18,24,1,13,8.0,24.0,72.22
T Oyella,Canada,T20I,1,24,20,4,11,5.0,5.0,45.83
T Oyella,Malawi,T20I,1,24,12,1,17,3.0,12.0,70.83
T Oyella,Sierra Leone,T20I,1,24,7,1,17,1.75,7.0,70.83
T Panyangara,Australia,ODI,3,138,159,3,78,6.91,53.0,56.52
T Panyangara,Bangladesh,ODI,10,583,480,20,345,4.94,24.0,59.18
T Panyangara,Bangladesh,T20I,4,95,130,8,41,8.21,16.25,43.16
T Panyangara,Bangladesh,Test,3,630,292,16,496,2.78,18.25,78.73
T Panyangara,England,ODI,4,227,240,5,119,6.34,48.0,52.42
T Panyangara,Hong Kong,T20I,1,24,27,0,11,6.75,27.0,45.83
T Panyangara,India,ODI,2,108,108,2,59,6.0,54.0,54.63
T Panyangara,Ireland,ODI,3,145,137,3,89,5.67,45.67,61.38
T Panyangara,Ireland,T20I,1,24,39,5,11,9.75,7.8,45.83
T Panyangara,Netherlands,T20I,1,24,40,1,6,10.0,40.0,25.0
T Panyangara,New Zealand,ODI,4,186,179,2,100,5.77,89.5,53.76
T Panyangara,Pakistan,ODI,12,664,602,14,377,5.44,43.0,56.78
T Panyangara,Pakistan,T20I,4,75,92,5,34,7.36,18.4,45.33
T Panyangara,Pakistan,Test,2,528,200,9,437,2.27,22.22,82.77
T Panyangara,Scotland,T20I,1,24,20,1,9,5.0,20.0,37.5
T Panyangara,South Africa,ODI,4,180,189,4,100,6.3,47.25,55.56
T Panyangara,South Africa,Test,1,198,45,0,170,1.36,45.0,85.86
T Panyangara,Sri Lanka,ODI,6,258,221,6,164,5.14,36.83,63.57
T Panyangara,United Arab Emirates,ODI,1,54,66,0,29,7.33,66.0,53.7
T Panyangara,United Arab Emirates,T20I,1,18,23,0,7,7.67,23.0,38.89
T Panyangara,West Indies,ODI,1,56,82,1,26,8.79,82.0,46.43
T Parima,Fiji,T20I,1,12,27,0,4,13.5,27.0,33.33
T Parima,Samoa,T20I,1,2,1,0,1,3.0,1.0,50.0
T Perera,Eswatini,T20I,1,18,24,0,6,8.0,24.0,33.33
T Perera,Ivory Coast,T20I,1,12,13,2,10,6.5,6.5,83.33
T Perera,Malawi,T20I,1,25,29,2,12,6.96,14.5,48.0
T Perera,Namibia,T20I,2,18,37,0,2,12.33,37.0,11.11
T Perera,Nigeria,T20I,4,84,120,8,37,8.57,15.0,44.05
T Perera,Rwanda,T20I,3,42,74,2,9,10.57,37.0,21.43
T Perera,Sierra Leone,T20I,1,24,25,4,17,6.25,6.25,70.83
T Perera,St Helena,T20I,1,12,6,1,10,3.0,6.0,83.33
T Perera,Tanzania,T20I,1,13,19,0,6,8.77,19.0,46.15
T Perera,Uganda,T20I,3,44,56,1,19,7.64,56.0,43.18
T Perera,Zimbabwe,T20I,1,28,58,2,7,12.43,29.0,25.0
T Piakura,Japan,T20I,1,3,9,0,1,18.0,9.0,33.33
T Pullman,Guernsey,T20I,1,18,26,1,7,8.67,26.0,38.89
T Putthawong,Bangladesh,ODI,1,60,41,1,34,4.1,41.0,56.67
T Putthawong,Bangladesh,T20I,4,96,91,7,49,5.69,13.0,51.04
T Putthawong,Bhutan,T20I,1,12,4,1,8,2.0,4.0,66.67
T Putthawong,China,T20I,2,24,17,3,17,4.25,5.67,70.83
T Putthawong,Hong Kong,T20I,4,79,57,6,45,4.33,9.5,56.96
T Putthawong,India,T20I,2,42,49,1,20,7.0,49.0,47.62
T Putthawong,Indonesia,T20I,1,18,15,2,10,5.0,7.5,55.56
T Putthawong,Ireland,ODI,1,60,65,1,24,6.5,65.0,40.0
T Putthawong,Ireland,T20I,2,42,40,1,19,5.71,40.0,45.24
T Putthawong,Kuwait,T20I,4,83,31,6,61,2.24,5.17,73.49
T Putthawong,Malaysia,T20I,4,90,38,8,67,2.53,4.75,74.44
T Putthawong,Myanmar,T20I,2,42,21,4,33,3.0,5.25,78.57
T Putthawong,Namibia,T20I,4,84,45,5,53,3.21,9.0,63.1
T Putthawong,Nepal,T20I,6,135,94,18,95,4.18,5.22,70.37
T Putthawong,Netherlands,ODI,6,301,158,9,214,3.15,17.56,71.1
T Putthawong,Netherlands,T20I,11,257,176,25,156,4.11,7.04,60.7
T Putthawong,Pakistan,ODI,1,60,37,3,42,3.7,12.33,70.0
T Putthawong,Pakistan,T20I,1,24,21,1,10,5.25,21.0,41.67
T Putthawong,Papua New Guinea,T20I,2,42,43,2,25,6.14,21.5,59.52
T Putthawong,Scotland,ODI,1,48,28,3,32,3.5,9.33,66.67
T Putthawong,Scotland,T20I,5,102,95,10,59,5.59,9.5,57.84
T Putthawong,Singapore,T20I,2,36,10,3,28,1.67,3.33,77.78
T Putthawong,Sri Lanka,T20I,4,78,78,5,36,6.0,15.6,46.15
T Putthawong,Tanzania,T20I,1,24,5,4,19,1.25,1.25,79.17
T Putthawong,Uganda,T20I,2,39,13,9,29,2.0,1.44,74.36
T Putthawong,United Arab Emirates,T20I,7,163,126,11,99,4.64,11.45,60.74
T Putthawong,United States of America,T20I,2,48,39,7,28,4.88,5.57,58.33
T Putthawong,West Indies,ODI,1,18,42,2,4,14.0,21.0,22.22
T Putthawong,Zimbabwe,ODI,3,153,72,9,117,2.82,8.0,76.47
T Putthawong,Zimbabwe,T20I,8,193,164,12,104,5.1,13.67,53.89
T Rajiv,Uganda,T20I,1,6,16,0,0,16.0,16.0,0.0
T Ramabitsa,Botswana,T20I,1,24,27,0,10,6.75,27.0,41.67
T Ramabitsa,Cameroon,T20I,1,24,23,2,13,5.75,11.5,54.17
T Ramabitsa,Eswatini,T20I,1,18,11,1,11,3.67,11.0,61.11
T Ramabitsa,Malawi,T20I,2,34,53,3,8,9.35,17.67,23.53
T Ramabitsa,Mozambique,T20I,2,44,42,3,26,5.73,14.0,59.09
T Ramabitsa,Namibia,T20I,1,24,36,2,11,9.0,18.0,45.83
T Ramabitsa,Sierra Leone,T20I,1,24,19,0,14,4.75,19.0,58.33
T Ritawa,Fiji,T20I,3,54,78,5,26,8.67,15.6,48.15
T Ritawa,Samoa,T20I,2,12,13,1,5,6.5,13.0,41.67
T Ritawa,Vanuatu,T20I,2,30,43,3,9,8.6,14.33,30.0
T Rossi,Bahamas,T20I,3,50,27,6,37,3.24,4.5,74.0
T Rossi,Belize,T20I,2,37,32,4,19,5.19,8.0,51.35
T Rossi,Bermuda,T20I,3,48,65,2,20,8.12,32.5,41.67
T Rossi,Brazil,T20I,2,42,54,2,17,7.71,27.0,40.48
T Rossi,Canada,T20I,1,6,19,0,1,19.0,19.0,16.67
T Rossi,Cayman Islands,T20I,3,42,78,2,17,11.14,39.0,40.48
T Rossi,Chile,T20I,1,18,14,0,15,4.67,14.0,83.33
T Rossi,Mexico,T20I,4,79,94,3,46,7.14,31.33,58.23
T Rossi,Panama,T20I,1,18,30,2,9,10.0,15.0,50.0
T Rossi,United States of America,T20I,1,12,18,0,5,9.0,18.0,41.67
T Ruma,Netherlands,ODI,1,30,17,2,21,3.4,8.5,70.0
T Ruma,Scotland,ODI,1,12,13,0,7,6.5,13.0,58.33
T Salcedo,Costa Rica,T20I,3,74,45,11,57,3.65,4.09,77.03
T Sandaruwan,Austria,T20I,4,91,132,7,36,8.7,18.86,39.56
T Sangha,India,ODI,2,96,102,1,43,6.38,102.0,44.79
T Sangha,India,T20I,5,120,179,5,34,8.95,35.8,28.33
T Sangha,South Africa,ODI,1,48,64,1,12,8.0,64.0,25.0
T Sangha,South Africa,T20I,2,48,70,5,11,8.75,14.0,22.92
T Sangha,Sri Lanka,ODI,1,30,34,0,10,6.8,34.0,33.33
T Sarada,Croatia,T20I,2,40,41,1,16,6.15,41.0,40.0
T Shabani,Botswana,T20I,1,6,3,1,4,3.0,3.0,66.67
T Shabani,Kenya,T20I,1,24,12,1,16,3.0,12.0,66.67
T Shabani,Nigeria,T20I,1,24,6,1,20,1.5,6.0,83.33
T Shabani,Uganda,T20I,1,12,11,0,6,5.5,11.0,50.0
T Shadrack,Brazil,T20I,3,60,42,5,35,4.2,8.4,58.33
T Shadrack,Cameroon,T20I,1,24,2,3,22,0.5,0.67,91.67
T Shadrack,Eswatini,T20I,4,90,34,6,80,2.27,5.67,88.89
T Shadrack,Kenya,T20I,5,97,113,4,58,6.99,28.25,59.79
T Shadrack,Lesotho,T20I,4,69,28,10,56,2.43,2.8,81.16
T Shadrack,Malawi,T20I,4,91,56,8,63,3.69,7.0,69.23
T Shadrack,Mozambique,T20I,8,169,79,13,132,2.8,6.08,78.11
T Shadrack,Namibia,T20I,4,78,78,2,36,6.0,39.0,46.15
T Shadrack,Nigeria,T20I,3,60,45,1,40,4.5,45.0,66.67
T Shadrack,Rwanda,T20I,6,126,71,9,90,3.38,7.89,71.43
T Shadrack,Sierra Leone,T20I,5,111,96,4,59,5.19,24.0,53.15
T Shadrack,Tanzania,T20I,3,36,46,0,16,7.67,46.0,44.44
T Shadrack,Uganda,T20I,1,24,32,2,13,8.0,16.0,54.17
T Shadrack,Zambia,T20I,1,24,3,1,23,0.75,3.0,95.83
T Shadrack,Zimbabwe,T20I,1,24,25,1,12,6.25,25.0,50.0
T Shamsi,Australia,ODI,9,491,404,18,255,4.94,22.44,51.93
T Shamsi,Australia,T20I,7,156,193,7,52,7.42,27.57,33.33
T Shamsi,Australia,Test,1,263,153,4,189,3.49,38.25,71.86
T Shamsi,Bangladesh,ODI,2,102,71,1,59,4.18,71.0,57.84
T Shamsi,Bangladesh,T20I,2,48,41,6,25,5.12,6.83,52.08
T Shamsi,Delhi Capitals,IPL,1,24,34,0,2,8.5,34.0,8.33
T Shamsi,England,ODI,6,291,307,10,125,6.33,30.7,42.96
T Shamsi,England,T20I,12,258,370,16,76,8.6,23.12,29.46
T Shamsi,Gujarat Lions,IPL,1,24,23,1,11,5.75,23.0,45.83
T Shamsi,India,ODI,8,373,417,6,156,6.71,69.5,41.82
T Shamsi,India,T20I,13,244,346,8,69,8.51,43.25,28.28
T Shamsi,Ireland,ODI,3,168,130,5,91,4.64,26.0,54.17
T Shamsi,Ireland,T20I,4,96,113,10,36,7.06,11.3,37.5
T Shamsi,Islamabad United,PSL,2,43,74,2,9,10.33,37.0,20.93
T Shamsi,Kolkata Knight Riders,IPL,1,24,52,0,6,13.0,52.0,25.0
T Shamsi,Lahore Qalandars,PSL,1,25,42,2,5,10.08,21.0,20.0
T Shamsi,Multan Sultans,PSL,2,48,63,3,16,7.88,21.0,33.33
T Shamsi,Nepal,T20I,1,24,19,4,12,4.75,4.75,50.0
T Shamsi,Netherlands,ODI,2,85,67,4,53,4.73,16.75,62.35
T Shamsi,New Zealand,ODI,2,97,101,1,40,6.25,101.0,41.24
T Shamsi,Pakistan,ODI,8,440,468,10,186,6.38,46.8,42.27
T Shamsi,Pakistan,T20I,11,258,304,14,90,7.07,21.71,34.88
T Shamsi,Peshawar Zalmi,PSL,2,48,62,1,15,7.75,62.0,31.25
T Shamsi,Quetta Gladiators,PSL,1,24,21,2,10,5.25,10.5,41.67
T Shamsi,Rising Pune Supergiants,IPL,1,24,37,1,7,9.25,37.0,29.17
T Shamsi,Sri Lanka,ODI,9,481,398,16,262,4.96,24.88,54.47
T Shamsi,Sri Lanka,T20I,7,156,153,11,75,5.88,13.91,48.08
T Shamsi,Sri Lanka,Test,1,220,134,5,151,3.65,26.8,68.64
T Shamsi,Sunrisers Hyderabad,IPL,1,24,39,1,6,9.75,39.0,25.0
T Shamsi,United States of America,T20I,1,24,50,1,5,12.5,50.0,20.83
T Shamsi,West Indies,ODI,2,114,105,4,63,5.53,26.25,55.26
T Shamsi,West Indies,T20I,9,186,207,12,85,6.68,17.25,45.7
T Shamsi,Zimbabwe,ODI,1,60,75,0,26,7.5,75.0,43.33
T Shamsi,Zimbabwe,T20I,2,48,80,1,14,10.0,80.0,29.17
T Shanmugam,Botswana,T20I,1,12,12,0,6,6.0,12.0,50.0
T Shanmugam,Mali,T20I,1,12,4,0,10,2.0,4.0,83.33
T Shanmugam,Rwanda,T20I,1,12,22,1,5,11.0,22.0,41.67
T Singye,Maldives,T20I,1,12,12,0,7,6.0,12.0,58.33
T Singye,Nepal,T20I,1,24,53,1,9,13.25,53.0,37.5
T Skordili,Bulgaria,T20I,1,12,7,2,9,3.5,3.5,75.0
T Smith,Germany,T20I,1,6,12,0,1,12.0,12.0,16.67
T Smith,Guernsey,T20I,1,12,9,1,5,4.5,9.0,41.67
T Stubbs,Chennai Super Kings,IPL,1,12,14,1,3,7.0,14.0,25.0
T Stubbs,England,T20I,1,7,20,0,0,17.14,20.0,0.0
T Stubbs,Gujarat Titans,IPL,1,6,11,2,3,11.0,5.5,50.0
T Stubbs,India,T20I,1,6,21,0,1,21.0,21.0,16.67
T Stubbs,Ireland,ODI,1,12,15,0,4,7.5,15.0,33.33
T Stubbs,Lucknow Super Giants,IPL,2,12,32,1,4,16.0,32.0,33.33
T Stubbs,Rajasthan Royals,IPL,1,6,12,0,2,12.0,12.0,33.33
T Taibu,Australia,T20I,1,12,22,0,3,11.0,22.0,25.0
T Taibu,England,T20I,1,12,20,0,1,10.0,20.0,8.33
T Taibu,Sri Lanka,ODI,1,24,20,0,12,5.0,20.0,50.0
T Taylor,Argentina,T20I,2,30,35,3,13,7.0,11.67,43.33
T Taylor,Bahamas,T20I,3,66,68,5,38,6.18,13.6,57.58
T Taylor,Belize,T20I,1,24,22,0,10,5.5,22.0,41.67
T Taylor,Bermuda,T20I,5,91,146,6,38,9.63,24.33,41.76
T Taylor,Brazil,T20I,1,12,26,1,3,13.0,26.0,25.0
T Taylor,Canada,T20I,2,37,53,1,12,8.59,53.0,32.43
