match_id,match_name,match_type,status,venue,date,dateTimeGMT,team1,team2,score_summary,series_id
f10f3998-db68-46b1-b603-2c48fbc7a0d1,"Sri Lanka U19 vs India U19, 1st unofficial Test, India U19 tour of Sri Lanka 2026",,Day 3: Stumps - India U19 trail by 46 runs,"Galle International Stadium, Galle",2026-07-13,2026-07-13T04:00:00,Sri Lanka U19,India U19,"sri lanka u19 Inning 1: 424/9 (106.4 ov) | Sri Lanka U19,India U19 Inning 1: 378/3 (117 ov)",614d9bda-b605-4034-8878-f67a9e0ed614
b98cfb17-768e-4c6a-877f-53596366cd9c,"Northamptonshire vs Gloucestershire, Quarter Final 2, T20 Blast 2026",t20,Northamptonshire need 45 runs in 36 balls,"County Ground, Northampton",2026-07-15,2026-07-15T17:30:00,Northamptonshire,Gloucestershire,"gloucestershire Inning 1: 152/10 (20 ov) | Northamptonshire,Gloucestershire Inning 1: 108/1 (14 ov)",9eb1981f-88c4-4c53-8f7b-f71b1c760d69
d1ac489d-4459-43f0-8dd8-b90ba4add050,"Nottinghamshire vs Surrey, Quarter Final 3, T20 Blast 2026",t20,Surrey need 12 runs in 6 balls,"Trent Bridge, Nottingham",2026-07-15,2026-07-15T17:30:00,Nottinghamshire,Surrey,"nottinghamshire Inning 1: 163/6 (20 ov) | Nottinghamshire,Surrey Inning 1: 152/5 (19 ov)",9eb1981f-88c4-4c53-8f7b-f71b1c760d69
4a5fe978-cc43-4200-8509-1af32fb24ba6,"Yorkshire vs Somerset, Quarter Final 4, T20 Blast 2026",t20,Somerset need 16 runs in 5 balls,"Headingley, Leeds",2026-07-15,2026-07-15T17:30:00,Yorkshire,Somerset,"yorkshire Inning 1: 161/9 (20 ov) | Yorkshire,Somerset Inning 1: 146/8 (19.1 ov)",9eb1981f-88c4-4c53-8f7b-f71b1c760d69
